Test Case: H20SXM_vllm.ops.NATIVE_C-silu_mul_per_token_group_quant
| output |    _tensor     |  strides   |  _tensor_1   | precision_1 | strides_1 | ulp_dtype |   _tensor_2    | precision_2 | strides_2  | distributions |  dtype   | status | b_device | b_dtype | rtol  | atol  |     cosine_sim     |      max_abs_err       | rel_err_hundredth | rel_err_thousandth | rel_err_ten_thousandth | error_rate |           eb           |          rmse          | small_value_err_ratio  |     max_rel_error     |    mean_rel_error     | max_ulp_error | mean_ulp_error | ulp_error_proportion |                      message                       |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998183066543999 |          32.0          |                   | 0.9500885009765625 |   0.9500885009765625   |            |   0.0002288818359375   |   2.061437959701652    |          0.0           |         0.125         |      0.004401367      |      1.0      |  0.049491882   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999994718509522  | 4.251489826856414e-09  |                   |                    |                        |            |       0.10546875       | 2.1951832943890218e-10 |   0.3639921722113503   | 0.0002175191818547276 | 0.0002175191818547276 |   2.1962128   |   0.49517113   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998191499595336 |          32.0          |                   | 0.9477386474609375 |   0.9477386474609375   |            |   4.57763671875e-05    |   2.054685225218959    |          0.0           |      0.33332655       |     0.0045832577      |      1.0      |   0.05192566   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999936785317808 | 5.505853550857864e-09  |                   |                    |                        |            |       0.16796875       |          0.0           |        0.359375        |           0           |           0           |   2.0702515   |   0.5233532    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998194674605518 |          32.0          |                   |   0.950439453125   |     0.950439453125     |            |   0.001190185546875    |   2.0525008089442065   |          0.0           |         0.125         |     0.0043719346      |      1.0      |    0.049263    |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999944597971824 | 4.157698185736081e-09  |                   |                    |                        |            |       0.15234375       |          0.0           |      0.337890625       |           0           |           0           |   2.0758972   |   0.5015935    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998231650411078 |          32.0          |                   | 0.949554443359375  |   0.949554443359375    |            |    3.0517578125e-05    |   2.041872205949289    |          0.0           |         0.125         |      0.004447321      |      1.0      |  0.050079346   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999942850229596 | 5.011429493606556e-09  |                   |                    |                        |            |       0.18359375       |          0.0           |      0.353515625       |           0           |           0           |   2.1088562   |   0.51578736   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998382560919119 |          32.0          |                   | 0.951568603515625  |   0.951568603515625    |            |    9.1552734375e-05    |   1.9495617152271112   |          0.0           |      0.33332655       |     0.0042649596      |      1.0      |  0.048179626   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999941694328355 | 4.9861910156323574e-09 |                   |                    |                        |            |       0.12109375       |          0.0           |      0.357421875       |           0           |           0           |   1.9524689   |   0.50536716   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998327383889799 |          32.0          |                   | 0.9513397216796875 |   0.9513397216796875   |            |   0.0010528564453125   |   1.9586886017759813   |          0.0           |         0.125         |      0.004255928      |      1.0      |  0.048316956   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999939198671484 | 4.399964836920844e-09  |                   |                    |                        |            |       0.12890625       |          0.0           |      0.345703125       |           0           |           0           |   2.2756042   |   0.48829123   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 |  0.99982034508842  |          32.0          |                   |  0.94940185546875  |    0.94940185546875    |            |    9.1552734375e-05    |    2.03598933337803    |          0.0           |      0.99993896       |     0.0044786115      |      1.0      |   0.05027771   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |   [32, 2048]   | [2048, 1]  |   [32, 16]   |    Float    |  [16, 1]  |   bf16    |   [32, 4096]   |  bfloat16   | [4096, 1]  | _input_normal | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999947493069957 | 4.4277612687437795e-09 |                   |                    |                        |            |       0.22265625       |          0.0           |      0.357421875       |           0           |           0           |   1.9977417   |   0.50119513   |         0.0          | Max abs error is less than 0.001, consider as pass |
