Test Case: H20SXM_vllm.ops.NATIVE_C-rms_norm_per_token_group_quant_fp8
| output |    _tensor    |  strides  |  _tensor_1  | precision_1 | strides_1 | ulp_dtype |   _tensor_2   | precision_2 | strides_2 | distributions | _tensor_3 | precision_3 | strides_3 | distributions_1 |  dtype   | status | b_device | b_dtype | rtol  | atol  |     cosine_sim     |      max_abs_err       | rel_err_hundredth | rel_err_thousandth | rel_err_ten_thousandth | error_rate |           eb           |          rmse          | small_value_err_ratio  |     max_rel_error     |    mean_rel_error     | max_ulp_error | mean_ulp_error | ulp_error_proportion |                      message                       |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999972606958566 | 8.695496944710612e-07  |                   |                    |                        |            |  0.029017857142857144  | 1.9123712456286116e-07 |           0            | 0.006061237026189075  | 0.0019000269766378086 |   0.9965973   |   0.33504298   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998740508022242 |          32.0          |                   |    0.962890625     |      0.962890625       |            | 0.0004359654017857143  |   1.7057727485917267   |          0.0           |      0.33332655       |     0.0032687783      |      1.0      |   0.03679548   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999973050037759 | 7.444614311680198e-07  |                   |                    |                        |            |  0.011160714285714286  | 1.9179321362065837e-07 |           0            | 0.006267243771148023  | 0.0018906814893552288 |   0.9942322   |   0.3327176    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998685795501232 |          32.0          |                   | 0.9631304059709821 |   0.9631304059709821   |            | 0.00023978097098214285 |   1.7443474600481064   |          0.0           |      0.99993896       |     0.0032501458      |      1.0      |  0.036562238   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 7168]   | [7168, 1] |  [32, 56]   |    Float    |  [56, 1]  |   bf16    |  [32, 7168]   |  bfloat16   | [7168, 1] | _input_normal |  [7168]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999997128217379  | 6.699265213683248e-07  |                   |                    |                        |            | 0.0011160714285714285  | 1.9347958003605684e-07 |           0            | 0.006748154804621274  | 0.0019381913596239878 |  0.99964905   |   0.3431592    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998718586415694 |          32.0          |                   | 0.9643961588541666 |   0.9643961588541666   |            | 0.0005696614583333334  |   1.7445515980951536   |          0.0           |       0.1428559       |      0.003158705      |      1.0      |   0.03532918   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.999997307588348  | 8.061615517362952e-07  |                   |                    |                        |            |  0.026041666666666668  | 1.8551802054199298e-07 |           0            | 0.006052061649801394  | 0.001937556584652075  |   0.9924927   |   0.33722934   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998619784172181 |          32.0          |                   |   0.962158203125   |     0.962158203125     |            | 0.0002848307291666667  |   1.8123187713997877   |          0.0           |         0.125         |     0.0032927499      |      1.0      |  0.037424725   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999973403370022 | 4.726607585325837e-07  |                   |                    |                        |            |  0.057291666666666664  | 1.8415439422304892e-07 |           0            | 0.0057541474160332316 | 0.0019397005350407556 |  0.99124146   |   0.33727798   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998643521501818 |          32.0          |                   | 0.9623209635416666 |   0.9623209635416666   |            | 0.0006510416666666666  |   1.7641098596917835   |          0.0           |         0.125         |     0.0033356166      |      1.0      |  0.037546795   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999969936980814 | 7.842027116566896e-07  |                   |                    |                        |            |  0.020833333333333332  | 1.991244707092205e-07  |           0            | 0.006403032217288753  | 0.0019784087797522928 |   0.996109    |   0.34331062   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998697000599993 |          32.0          |                   |  0.96319580078125  |    0.96319580078125    |            |    0.00018310546875    |   1.7192071053657076   |          0.0           |       0.1428559       |     0.0032414212      |      1.0      |  0.036519367   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999973666951424 | 6.600894266739488e-07  |                   |                    |                        |            |  0.026041666666666668  | 1.9547899859612672e-07 |           0            | 0.006496294825764123  | 0.0018431159760620072 |  0.99534607   |   0.3241289    |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998843275542181 |          32.0          |                   | 0.9632771809895834 |   0.9632771809895834   |            | 0.0002644856770833333  |   1.6471282813578019   |          0.0           |      0.19999756       |     0.0032392084      |      1.0      |   0.03643799   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999972086066726 | 6.048067007213831e-07  |                   |                    |                        |            |        0.078125        | 1.915270511775465e-07  |           0            | 0.006669296633655611  | 0.0019590150854118713 |   0.9998932   |   0.34442857   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998729977098163 |          32.0          |                   |  0.96380615234375  |    0.96380615234375    |            | 0.0012410481770833333  |   1.7015070910074679   |          0.0           |      0.33332655       |     0.0032106189      |      1.0      |  0.035878498   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999973449685168 | 5.629844963550568e-07  |                   |                    |                        |            |  0.026041666666666668  | 1.9163915640137148e-07 |           0            | 0.0066616149737494515 | 0.0019358694771159596 |  0.99354553   |   0.33898127   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998598794850775 |          32.0          |                   | 0.9622599283854166 |   0.9622599283854166   |            | 0.0008748372395833334  |   1.8289077849766675   |          0.0           |         0.125         |      0.00333218       |      1.0      |   0.03748576   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999974158297372 | 5.116453394293785e-07  |                   |                    |                        |            |        0.015625        | 1.7985016555694182e-07 |           0            | 0.006363893421466952  | 0.0019098961433948903 |   0.9928131   |   0.33561245   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998640358390662 |          32.0          |                   |  0.96307373046875  |    0.96307373046875    |            | 0.0007120768229166666  |   1.7392752284487114   |          0.0           |         0.125         |     0.0032674274      |      1.0      |  0.036753338   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999972701100655 | 5.842885002493858e-07  |                   |                    |                        |            |  0.08854166666666667   | 1.9389561001559207e-07 |           0            | 0.006638774136476529  | 0.001941371949637894  |   0.9920349   |   0.34125566   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998793241237529 |          32.0          |                   |     0.96484375     |       0.96484375       |            | 0.0014241536458333333  |   1.6886852259383587   |          0.0           |      0.24999619       |     0.0031104202      |      1.0      |  0.034820557   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999970944424491 | 6.450281944125891e-07  |                   |                    |                        |            |        0.09375         | 1.8801463504201938e-07 |           0            | 0.006352508854195341  | 0.001991090957564374  |   0.9971924   |   0.35127258   |         0.0          | Max abs error is less than 0.001, consider as pass |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  e4m3   | 1e-06 | 1e-09 | 0.9998802745020505 |          32.0          |                   |  0.9632568359375   |    0.9632568359375     |            | 0.0004069010416666667  |   1.6878145969596672   |          0.0           |      0.33332655       |     0.0032231251      |      1.0      |  0.036448162   |         0.0          |     ulp error is less than 1, consider as pass     |
| [0, 1] |  [32, 1536]   | [1536, 1] |  [32, 12]   |    Float    |  [12, 1]  |   bf16    |  [32, 1536]   |  bfloat16   | [1536, 1] | _input_normal |  [1536]   |  bfloat16   |    [1]    | _weight_normal  | bfloat16 | error  |   cpu    |  fp64   | 1e-06 | 1e-09 | 0.9999973070868446 | 5.327892722561955e-07  |                   |                    |                        |            |        0.046875        | 1.8243618771000898e-07 |           0            | 0.006199026888846401  | 0.0018916506026461848 |   0.983551    |   0.3322626    |         0.0          | Max abs error is less than 0.001, consider as pass |
