Test Case: H100PCIE_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  256  |  32  |  4  |  1  | 32  |   0   |  1   |   [[4, 256, 32]]   | bf16  |       1.49       |       1.53        |       1.57       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.2%      |
|  256  |  32  |  8  |  1  | 32  |   0   |  1   |   [[8, 256, 32]]   | bf16  |       1.5        |       1.52        |       1.54       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  256  |  32  | 16  |  1  | 32  |   0   |  1   |  [[16, 256, 32]]   | bf16  |       1.48       |        1.5        |       1.52       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
|  256  |  32  | 32  |  1  | 32  |   0   |  1   |  [[32, 256, 32]]   | bf16  |       1.51       |       1.52        |       1.54       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.36%     |
|  512  |  32  |  1  |  1  | 32  |   0   |  1   |   [[1, 512, 32]]   | bf16  |       1.49       |       1.51        |       1.54       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.1%      |
|  512  |  32  |  2  |  1  | 32  |   0   |  1   |   [[2, 512, 32]]   | bf16  |       1.5        |       1.54        |       1.61       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  512  |  32  |  4  |  1  | 32  |   0   |  1   |   [[4, 512, 32]]   | bf16  |       1.51       |       1.52        |       1.53       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.34%     |
|  512  |  32  |  8  |  1  | 32  |   0   |  1   |   [[8, 512, 32]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.8%      |
|  512  |  32  | 16  |  1  | 32  |   0   |  1   |  [[16, 512, 32]]   | bf16  |       1.5        |       1.52        |       1.55       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
|  512  |  32  | 32  |  1  | 32  |   0   |  1   |  [[32, 512, 32]]   | bf16  |       1.51       |       1.53        |       1.56       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.72%     |
| 1024  |  32  |  1  |  1  | 32  |   0   |  1   |  [[1, 1024, 32]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.2%      |
| 1024  |  32  |  2  |  1  | 32  |   0   |  1   |  [[2, 1024, 32]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.4%      |
| 1024  |  32  |  4  |  1  | 32  |   0   |  1   |  [[4, 1024, 32]]   | bf16  |       1.48       |       1.51        |       1.54       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
| 1024  |  32  |  8  |  1  | 32  |   0   |  1   |  [[8, 1024, 32]]   | bf16  |       1.49       |       1.52        |       1.56       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.59%     |
| 1024  |  32  | 16  |  1  | 32  |   0   |  1   |  [[16, 1024, 32]]  | bf16  |       1.51       |       1.52        |       1.54       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.72%     |
| 1024  |  32  | 32  |  1  | 32  |   0   |  1   |  [[32, 1024, 32]]  | bf16  |       1.5        |       1.52        |       1.55       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 2048  |  32  |  1  |  1  | 32  |   0   |  1   |  [[1, 2048, 32]]   | bf16  |       1.5        |       1.52        |       1.54       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
| 2048  |  32  |  2  |  1  | 32  |   0   |  1   |  [[2, 2048, 32]]   | bf16  |       1.51       |       1.54        |       1.61       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.68%     |
| 2048  |  32  |  4  |  1  | 32  |   0   |  1   |  [[4, 2048, 32]]   | bf16  |       1.49       |       1.54        |       1.6        |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.59%     |
| 2048  |  32  |  8  |  1  | 32  |   0   |  1   |  [[8, 2048, 32]]   | bf16  |       1.49       |       1.51        |       1.54       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
| 2048  |  32  | 16  |  1  | 32  |   0   |  1   |  [[16, 2048, 32]]  | bf16  |       1.5        |       1.51        |       1.53       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 2048  |  32  | 32  |  1  | 32  |   0   |  1   |  [[32, 2048, 32]]  | bf16  |       1.48       |       1.51        |       1.53       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
| 4096  |  32  |  1  |  1  | 32  |   0   |  1   |  [[1, 4096, 32]]   | bf16  |       1.5        |       1.51        |       1.53       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
| 4096  |  32  |  2  |  1  | 32  |   0   |  1   |  [[2, 4096, 32]]   | bf16  |       1.48       |       1.51        |       1.54       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
| 4096  |  32  |  4  |  1  | 32  |   0   |  1   |  [[4, 4096, 32]]   | bf16  |       1.48       |       1.49        |       1.51       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
| 4096  |  32  |  8  |  1  | 32  |   0   |  1   |  [[8, 4096, 32]]   | bf16  |       1.48       |       1.52        |       1.6        |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
| 4096  |  32  | 16  |  1  | 32  |   0   |  1   |  [[16, 4096, 32]]  | bf16  |       1.49       |       1.51        |       1.53       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    140.75%    |
| 4096  |  32  | 32  |  1  | 32  |   0   |  1   |  [[32, 4096, 32]]  | bf16  |       1.5        |       1.52        |       1.55       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
|  32   |  64  |  1  |  1  | 32  |   0   |  1   |   [[1, 32, 64]]    | bf16  |       1.49       |        1.5        |       1.51       |        2.0         | 0.00e+00 | 2.05e+03 |        0%        |     0.14%     |
|  32   |  64  |  2  |  1  | 32  |   0   |  1   |   [[2, 32, 64]]    | bf16  |       1.5        |       1.52        |       1.55       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.27%     |
|  32   |  64  |  4  |  1  | 32  |   0   |  1   |   [[4, 32, 64]]    | bf16  |       1.5        |       1.51        |       1.53       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  32   |  64  |  8  |  1  | 32  |   0   |  1   |   [[8, 32, 64]]    | bf16  |       1.47       |        1.5        |       1.53       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.11%     |
|  32   |  64  | 16  |  1  | 32  |   0   |  1   |   [[16, 32, 64]]   | bf16  |       0.52       |       0.54        |       0.55       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     6.3%      |
|  32   |  64  | 32  |  1  | 32  |   0   |  1   |   [[32, 32, 64]]   | bf16  |       0.52       |       0.53        |       0.55       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     12.6%     |
|  64   |  64  |  1  |  1  | 32  |   0   |  1   |   [[1, 64, 64]]    | bf16  |       1.49       |       1.54        |       1.6        |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.27%     |
|  64   |  64  |  2  |  1  | 32  |   0   |  1   |   [[2, 64, 64]]    | bf16  |       1.5        |       1.51        |       1.53       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  64   |  64  |  4  |  1  | 32  |   0   |  1   |   [[4, 64, 64]]    | bf16  |       1.49       |        1.5        |       1.52       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.1%      |
|  64   |  64  |  8  |  1  | 32  |   0   |  1   |   [[8, 64, 64]]    | bf16  |       1.51       |       1.53        |       1.54       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.17%     |
|  64   |  64  | 16  |  1  | 32  |   0   |  1   |   [[16, 64, 64]]   | bf16  |       1.5        |       1.53        |       1.56       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  64   |  64  | 32  |  1  | 32  |   0   |  1   |   [[32, 64, 64]]   | bf16  |       1.5        |       1.51        |       1.54       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  128  |  64  |  1  |  1  | 32  |   0   |  1   |   [[1, 128, 64]]   | bf16  |       1.48       |        1.5        |       1.51       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  128  |  64  |  2  |  1  | 32  |   0   |  1   |   [[2, 128, 64]]   | bf16  |       1.48       |       1.52        |       1.58       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.11%     |
|  128  |  64  |  4  |  1  | 32  |   0   |  1   |   [[4, 128, 64]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.2%      |
|  128  |  64  |  8  |  1  | 32  |   0   |  1   |   [[8, 128, 64]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.4%      |
|  128  |  64  | 16  |  1  | 32  |   0   |  1   |  [[16, 128, 64]]   | bf16  |       1.49       |       1.51        |       1.55       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.8%      |
|  128  |  64  | 32  |  1  | 32  |   0   |  1   |  [[32, 128, 64]]   | bf16  |       1.5        |       1.51        |       1.52       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
|  256  |  64  |  1  |  1  | 32  |   0   |  1   |   [[1, 256, 64]]   | bf16  |       1.5        |       1.52        |       1.54       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.09%     |
|  256  |  64  |  2  |  1  | 32  |   0   |  1   |   [[2, 256, 64]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.2%      |
|  256  |  64  |  4  |  1  | 32  |   0   |  1   |   [[4, 256, 64]]   | bf16  |       1.48       |        1.5        |       1.51       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.43%     |
|  256  |  64  |  8  |  1  | 32  |   0   |  1   |   [[8, 256, 64]]   | bf16  |       1.48       |       1.51        |       1.52       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
|  256  |  64  | 16  |  1  | 32  |   0   |  1   |  [[16, 256, 64]]   | bf16  |       1.47       |       1.51        |       1.54       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.83%     |
|  256  |  64  | 32  |  1  | 32  |   0   |  1   |  [[32, 256, 64]]   | bf16  |       1.5        |       1.52        |       1.55       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
|  512  |  64  |  1  |  1  | 32  |   0   |  1   |   [[1, 512, 64]]   | bf16  |       1.5        |       1.53        |       1.55       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  512  |  64  |  2  |  1  | 32  |   0   |  1   |   [[2, 512, 64]]   | bf16  |       1.5        |       1.51        |       1.53       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  512  |  64  |  4  |  1  | 32  |   0   |  1   |   [[4, 512, 64]]   | bf16  |       1.51       |       1.53        |       1.56       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.68%     |
|  512  |  64  |  8  |  1  | 32  |   0   |  1   |   [[8, 512, 64]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.59%     |
|  512  |  64  | 16  |  1  | 32  |   0   |  1   |  [[16, 512, 64]]   | bf16  |       1.5        |       1.52        |       1.53       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
|  512  |  64  | 32  |  1  | 32  |   0   |  1   |  [[32, 512, 64]]   | bf16  |       1.48       |        1.5        |       1.51       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
| 1024  |  64  |  1  |  1  | 32  |   0   |  1   |  [[1, 1024, 64]]   | bf16  |       1.5        |       1.54        |       1.62       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
| 1024  |  64  |  2  |  1  | 32  |   0   |  1   |  [[2, 1024, 64]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.8%      |
| 1024  |  64  |  4  |  1  | 32  |   0   |  1   |  [[4, 1024, 64]]   | bf16  |       1.5        |       1.52        |       1.56       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
| 1024  |  64  |  8  |  1  | 32  |   0   |  1   |  [[8, 1024, 64]]   | bf16  |       1.52       |       1.53        |       1.57       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.49%     |
| 1024  |  64  | 16  |  1  | 32  |   0   |  1   |  [[16, 1024, 64]]  | bf16  |       1.51       |       1.52        |       1.53       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.44%     |
| 1024  |  64  | 32  |  1  | 32  |   0   |  1   |  [[32, 1024, 64]]  | bf16  |       1.48       |       1.51        |       1.53       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
| 2048  |  64  |  1  |  1  | 32  |   0   |  1   |  [[1, 2048, 64]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.8%      |
| 2048  |  64  |  2  |  1  | 32  |   0   |  1   |  [[2, 2048, 64]]   | bf16  |       1.49       |       1.51        |       1.54       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.59%     |
| 2048  |  64  |  4  |  1  | 32  |   0   |  1   |  [[4, 2048, 64]]   | bf16  |       1.51       |       1.52        |       1.54       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.72%     |
| 2048  |  64  |  8  |  1  | 32  |   0   |  1   |  [[8, 2048, 64]]   | bf16  |       1.52       |       1.53        |       1.56       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    68.99%     |
| 2048  |  64  | 16  |  1  | 32  |   0   |  1   |  [[16, 2048, 64]]  | bf16  |       1.5        |       1.51        |       1.55       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
| 2048  |  64  | 32  |  1  | 32  |   0   |  1   |  [[32, 2048, 64]]  | bf16  |       0.34       |       0.36        |       0.37       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |   1233.62%    |
| 4096  |  64  |  1  |  1  | 32  |   0   |  1   |  [[1, 4096, 64]]   | bf16  |       1.48       |       1.52        |       1.56       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
| 4096  |  64  |  2  |  1  | 32  |   0   |  1   |  [[2, 4096, 64]]   | bf16  |       1.49       |        1.5        |       1.51       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
| 4096  |  64  |  4  |  1  | 32  |   0   |  1   |  [[4, 4096, 64]]   | bf16  |       1.5        |       1.52        |       1.55       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 4096  |  64  |  8  |  1  | 32  |   0   |  1   |  [[8, 4096, 64]]   | bf16  |       1.49       |       1.51        |       1.53       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    140.75%    |
| 4096  |  64  | 16  |  1  | 32  |   0   |  1   |  [[16, 4096, 64]]  | bf16  |       1.51       |       1.53        |       1.55       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    277.77%    |
| 4096  |  64  | 32  |  1  | 32  |   0   |  1   |  [[32, 4096, 64]]  | bf16  |       1.49       |       1.53        |       1.54       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    562.99%    |
|  32   | 128  |  1  |  1  | 32  |   0   |  1   |   [[1, 32, 128]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.27%     |
|  32   | 128  |  2  |  1  | 32  |   0   |  1   |   [[2, 32, 128]]   | bf16  |       1.5        |       1.52        |       1.54       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  32   | 128  |  4  |  1  | 32  |   0   |  1   |   [[4, 32, 128]]   | bf16  |       1.48       |        1.5        |       1.52       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.11%     |
|  32   | 128  |  8  |  1  | 32  |   0   |  1   |   [[8, 32, 128]]   | bf16  |       1.49       |       1.49        |       1.51       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.2%      |
|  32   | 128  | 16  |  1  | 32  |   0   |  1   |  [[16, 32, 128]]   | bf16  |       1.48       |        1.5        |       1.53       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.43%     |
|  32   | 128  | 32  |  1  | 32  |   0   |  1   |  [[32, 32, 128]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.8%      |
|  64   | 128  |  1  |  1  | 32  |   0   |  1   |   [[1, 64, 128]]   | bf16  |       1.49       |       1.51        |       1.53       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  64   | 128  |  2  |  1  | 32  |   0   |  1   |   [[2, 64, 128]]   | bf16  |       1.47       |        1.5        |       1.54       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.11%     |
|  64   | 128  |  4  |  1  | 32  |   0   |  1   |   [[4, 64, 128]]   | bf16  |       1.48       |       1.51        |       1.53       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.21%     |
|  64   | 128  |  8  |  1  | 32  |   0   |  1   |   [[8, 64, 128]]   | bf16  |       1.5        |       1.52        |       1.54       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  64   | 128  | 16  |  1  | 32  |   0   |  1   |  [[16, 64, 128]]   | bf16  |       1.48       |       1.53        |       1.6        |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
|  64   | 128  | 32  |  1  | 32  |   0   |  1   |  [[32, 64, 128]]   | bf16  |       1.49       |       1.51        |       1.54       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.59%     |
|  128  | 128  |  1  |  1  | 32  |   0   |  1   |  [[1, 128, 128]]   | bf16  |       1.48       |       1.51        |       1.52       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.11%     |
|  128  | 128  |  2  |  1  | 32  |   0   |  1   |  [[2, 128, 128]]   | bf16  |       1.49       |       1.54        |       1.61       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.2%      |
|  128  | 128  |  4  |  1  | 32  |   0   |  1   |  [[4, 128, 128]]   | bf16  |       1.49       |        1.5        |       1.52       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.4%      |
|  128  | 128  |  8  |  1  | 32  |   0   |  1   |  [[8, 128, 128]]   | bf16  |       1.48       |       1.51        |       1.55       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
|  128  | 128  | 16  |  1  | 32  |   0   |  1   |  [[16, 128, 128]]  | bf16  |       1.48       |       1.51        |       1.53       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
|  128  | 128  | 32  |  1  | 32  |   0   |  1   |  [[32, 128, 128]]  | bf16  |       1.51       |       1.53        |       1.54       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.72%     |
|  256  | 128  |  1  |  1  | 32  |   0   |  1   |  [[1, 256, 128]]   | bf16  |       1.5        |       1.52        |       1.53       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  256  | 128  |  2  |  1  | 32  |   0   |  1   |  [[2, 256, 128]]   | bf16  |       1.51       |       1.52        |       1.55       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.34%     |
|  256  | 128  |  4  |  1  | 32  |   0   |  1   |  [[4, 256, 128]]   | bf16  |       1.48       |       1.51        |       1.52       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
|  256  | 128  |  8  |  1  | 32  |   0   |  1   |  [[8, 256, 128]]   | bf16  |       1.51       |       1.54        |       1.62       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.36%     |
|  256  | 128  | 16  |  1  | 32  |   0   |  1   |  [[16, 256, 128]]  | bf16  |       1.49       |        1.5        |       1.52       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
|  256  | 128  | 32  |  1  | 32  |   0   |  1   |  [[32, 256, 128]]  | bf16  |       1.51       |       1.53        |       1.55       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.44%     |
|  512  | 128  |  1  |  1  | 32  |   0   |  1   |  [[1, 512, 128]]   | bf16  |       1.51       |       1.53        |       1.55       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.34%     |
|  512  | 128  |  2  |  1  | 32  |   0   |  1   |  [[2, 512, 128]]   | bf16  |       1.5        |       1.52        |       1.54       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  512  | 128  |  4  |  1  | 32  |   0   |  1   |  [[4, 512, 128]]   | bf16  |       1.52       |       1.53        |       1.55       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.25%     |
|  512  | 128  |  8  |  1  | 32  |   0   |  1   |  [[8, 512, 128]]   | bf16  |       1.49       |       1.53        |       1.6        |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
|  512  | 128  | 16  |  1  | 32  |   0   |  1   |  [[16, 512, 128]]  | bf16  |       1.5        |       1.52        |       1.53       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
|  512  | 128  | 32  |  1  | 32  |   0   |  1   |  [[32, 512, 128]]  | bf16  |       1.49       |       1.51        |       1.53       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    140.75%    |
| 1024  | 128  |  1  |  1  | 32  |   0   |  1   |  [[1, 1024, 128]]  | bf16  |       1.48       |       1.51        |       1.54       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
| 1024  | 128  |  2  |  1  | 32  |   0   |  1   |  [[2, 1024, 128]]  | bf16  |       1.48       |       1.51        |       1.53       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
| 1024  | 128  |  4  |  1  | 32  |   0   |  1   |  [[4, 1024, 128]]  | bf16  |       1.49       |       1.51        |       1.53       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
| 1024  | 128  |  8  |  1  | 32  |   0   |  1   |  [[8, 1024, 128]]  | bf16  |       1.48       |        1.5        |       1.52       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
| 1024  | 128  | 16  |  1  | 32  |   0   |  1   | [[16, 1024, 128]]  | bf16  |       1.5        |       1.53        |       1.57       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
| 1024  | 128  | 32  |  1  | 32  |   0   |  1   | [[32, 1024, 128]]  | bf16  |       1.49       |       1.51        |       1.52       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    281.5%     |
| 2048  | 128  |  1  |  1  | 32  |   0   |  1   |  [[1, 2048, 128]]  | bf16  |       1.5        |       1.53        |       1.58       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
| 2048  | 128  |  2  |  1  | 32  |   0   |  1   |  [[2, 2048, 128]]  | bf16  |       1.48       |        1.5        |       1.53       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
| 2048  | 128  |  4  |  1  | 32  |   0   |  1   |  [[4, 2048, 128]]  | bf16  |       1.48       |        1.5        |       1.52       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
| 2048  | 128  |  8  |  1  | 32  |   0   |  1   |  [[8, 2048, 128]]  | bf16  |       1.49       |       1.52        |       1.55       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    140.75%    |
| 2048  | 128  | 16  |  1  | 32  |   0   |  1   | [[16, 2048, 128]]  | bf16  |       1.5        |       1.52        |       1.53       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
| 2048  | 128  | 32  |  1  | 32  |   0   |  1   | [[32, 2048, 128]]  | bf16  |       1.47       |        1.5        |       1.53       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    570.65%    |
| 4096  | 128  |  1  |  1  | 32  |   0   |  1   |  [[1, 4096, 128]]  | bf16  |       1.49       |       1.53        |       1.63       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    35.19%     |
| 4096  | 128  |  2  |  1  | 32  |   0   |  1   |  [[2, 4096, 128]]  | bf16  |       1.48       |        1.5        |       1.52       |        3.31        | 0.00e+00 | 1.05e+06 |        0%        |    70.85%     |
| 4096  | 128  |  4  |  1  | 32  |   0   |  1   |  [[4, 4096, 128]]  | bf16  |       1.52       |       1.53        |       1.59       |        4.62        | 0.00e+00 | 2.10e+06 |        0%        |    137.97%    |
| 4096  | 128  |  8  |  1  | 32  |   0   |  1   |  [[8, 4096, 128]]  | bf16  |       1.49       |       1.51        |       1.53       |        7.24        | 0.00e+00 | 4.19e+06 |        0%        |    281.5%     |
| 4096  | 128  | 16  |  1  | 32  |   0   |  1   | [[16, 4096, 128]]  | bf16  |       1.5        |       1.52        |       1.53       |       12.49        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 4096  | 128  | 32  |  1  | 32  |   0   |  1   | [[32, 4096, 128]]  | bf16  |       1.48       |       1.51        |       1.55       |       22.97        | 0.00e+00 | 1.68e+07 |        0%        |    1133.6%    |
|  32   | 512  |  1  |  1  | 32  |   0   |  1   |   [[1, 32, 512]]   | bf16  |       1.49       |       1.51        |       1.52       |        2.02        | 0.00e+00 | 1.64e+04 |        0%        |     1.1%      |
|  32   | 512  |  2  |  1  | 32  |   0   |  1   |   [[2, 32, 512]]   | bf16  |       1.51       |       1.53        |       1.54       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.17%     |
|  32   | 512  |  4  |  1  | 32  |   0   |  1   |   [[4, 32, 512]]   | bf16  |       1.49       |        1.5        |       1.52       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.4%      |
|  32   | 512  |  8  |  1  | 32  |   0   |  1   |   [[8, 32, 512]]   | bf16  |       1.5        |       1.53        |       1.55       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  32   | 512  | 16  |  1  | 32  |   0   |  1   |  [[16, 32, 512]]   | bf16  |       1.5        |       1.51        |       1.54       |        2.33        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
|  32   | 512  | 32  |  1  | 32  |   0   |  1   |  [[32, 32, 512]]   | bf16  |       1.5        |       1.51        |       1.54       |        2.66        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
|  64   | 512  |  1  |  1  | 32  |   0   |  1   |   [[1, 64, 512]]   | bf16  |       1.51       |       1.53        |       1.55       |        2.04        | 0.00e+00 | 3.28e+04 |        0%        |     2.17%     |
|  64   | 512  |  2  |  1  | 32  |   0   |  1   |   [[2, 64, 512]]   | bf16  |       1.5        |       1.52        |       1.54       |        2.08        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  64   | 512  |  4  |  1  | 32  |   0   |  1   |   [[4, 64, 512]]   | bf16  |       1.51       |       1.52        |       1.52       |        2.16        | 0.00e+00 | 1.31e+05 |        0%        |     8.68%     |
