Test Case: H20SXM_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
|  128  |  64  | 16  |  1  | 32  |   4   |  1   |  [[16, 128, 64]]   | bf16  |       0.73       |       0.77        |       0.81       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.98%     |
|  128  |  64  | 32  |  1  | 32  |   4   |  1   |  [[32, 128, 64]]   | bf16  |       0.74       |       0.77        |       0.8        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
|  256  |  64  |  1  |  1  | 32  |   4   |  1   |   [[1, 256, 64]]   | bf16  |       0.74       |       0.77        |       0.8        |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.11%     |
|  256  |  64  |  2  |  1  | 32  |   4   |  1   |   [[2, 256, 64]]   | bf16  |       0.75       |       0.77        |       0.8        |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  256  |  64  |  4  |  1  | 32  |   4   |  1   |   [[4, 256, 64]]   | bf16  |       0.75       |       0.77        |       0.8        |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  256  |  64  |  8  |  1  | 32  |   4   |  1   |   [[8, 256, 64]]   | bf16  |       0.75       |       0.78        |       0.84       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  256  |  64  | 16  |  1  | 32  |   4   |  1   |  [[16, 256, 64]]   | bf16  |       0.76       |       0.78        |       0.79       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.25%     |
|  256  |  64  | 32  |  1  | 32  |   4   |  1   |  [[32, 256, 64]]   | bf16  |       0.75       |       0.78        |       0.82       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
|  512  |  64  |  1  |  1  | 32  |   4   |  1   |   [[1, 512, 64]]   | bf16  |       0.74       |       0.77        |       0.84       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.21%     |
|  512  |  64  |  2  |  1  | 32  |   4   |  1   |   [[2, 512, 64]]   | bf16  |       0.76       |       0.79        |       0.8        |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.31%     |
|  512  |  64  |  4  |  1  | 32  |   4   |  1   |   [[4, 512, 64]]   | bf16  |       0.74       |       0.76        |       0.8        |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
|  512  |  64  |  8  |  1  | 32  |   4   |  1   |   [[8, 512, 64]]   | bf16  |       0.76       |       0.78        |       0.82       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.25%     |
|  512  |  64  | 16  |  1  | 32  |   4   |  1   |  [[16, 512, 64]]   | bf16  |       0.75       |       0.77        |       0.8        |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
|  512  |  64  | 32  |  1  | 32  |   4   |  1   |  [[32, 512, 64]]   | bf16  |       0.77       |       0.78        |       0.82       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    68.09%     |
| 1024  |  64  |  1  |  1  | 32  |   4   |  1   |  [[1, 1024, 64]]   | bf16  |       0.74       |       0.77        |       0.79       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.43%     |
| 1024  |  64  |  2  |  1  | 32  |   4   |  1   |  [[2, 1024, 64]]   | bf16  |       0.75       |       0.79        |       0.84       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
| 1024  |  64  |  4  |  1  | 32  |   4   |  1   |  [[4, 1024, 64]]   | bf16  |       0.75       |       0.77        |       0.81       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
| 1024  |  64  |  8  |  1  | 32  |   4   |  1   |  [[8, 1024, 64]]   | bf16  |       0.74       |       0.78        |       0.81       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
| 1024  |  64  | 16  |  1  | 32  |   4   |  1   |  [[16, 1024, 64]]  | bf16  |       0.76       |       0.78        |       0.83       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    68.99%     |
| 1024  |  64  | 32  |  1  | 32  |   4   |  1   |  [[32, 1024, 64]]  | bf16  |       0.76       |       0.78        |       0.81       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    137.97%    |
| 2048  |  64  |  1  |  1  | 32  |   4   |  1   |  [[1, 2048, 64]]   | bf16  |       0.76       |       0.78        |       0.81       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.62%     |
| 2048  |  64  |  2  |  1  | 32  |   4   |  1   |  [[2, 2048, 64]]   | bf16  |       0.74       |       0.78        |       0.8        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
| 2048  |  64  |  4  |  1  | 32  |   4   |  1   |  [[4, 2048, 64]]   | bf16  |       0.76       |       0.78        |       0.83       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.49%     |
| 2048  |  64  |  8  |  1  | 32  |   4   |  1   |  [[8, 2048, 64]]   | bf16  |       0.75       |       0.78        |       0.83       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 2048  |  64  | 16  |  1  | 32  |   4   |  1   |  [[16, 2048, 64]]  | bf16  |       0.74       |       0.77        |       0.8        |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
| 2048  |  64  | 32  |  1  | 32  |   4   |  1   |  [[32, 2048, 64]]  | bf16  |       0.75       |       0.77        |       0.81       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
| 4096  |  64  |  1  |  1  | 32  |   4   |  1   |  [[1, 4096, 64]]   | bf16  |       0.75       |       0.78        |       0.81       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
| 4096  |  64  |  2  |  1  | 32  |   4   |  1   |  [[2, 4096, 64]]   | bf16  |       0.76       |       0.78        |       0.8        |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.49%     |
| 4096  |  64  |  4  |  1  | 32  |   4   |  1   |  [[4, 4096, 64]]   | bf16  |       0.76       |       0.77        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    68.99%     |
| 4096  |  64  |  8  |  1  | 32  |   4   |  1   |  [[8, 4096, 64]]   | bf16  |       0.74       |       0.77        |       0.83       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
| 4096  |  64  | 16  |  1  | 32  |   4   |  1   |  [[16, 4096, 64]]  | bf16  |       0.75       |       0.78        |       0.8        |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
| 4096  |  64  | 32  |  1  | 32  |   4   |  1   |  [[32, 4096, 64]]  | bf16  |       0.77       |       0.78        |       0.8        |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    544.71%    |
|  32   | 128  |  1  |  1  | 32  |   4   |  1   |   [[1, 32, 128]]   | bf16  |       0.74       |       0.78        |       0.82       |        2.0         | 0.00e+00 | 4.10e+03 |        0%        |     0.28%     |
|  32   | 128  |  2  |  1  | 32  |   4   |  1   |   [[2, 32, 128]]   | bf16  |       0.74       |       0.78        |       0.82       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.55%     |
|  32   | 128  |  4  |  1  | 32  |   4   |  1   |   [[4, 32, 128]]   | bf16  |       0.75       |       0.78        |       0.82       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.09%     |
|  32   | 128  |  8  |  1  | 32  |   4   |  1   |   [[8, 32, 128]]   | bf16  |       0.75       |       0.77        |       0.79       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  32   | 128  | 16  |  1  | 32  |   4   |  1   |  [[16, 32, 128]]   | bf16  |       0.75       |       0.78        |       0.82       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  32   | 128  | 32  |  1  | 32  |   4   |  1   |  [[32, 32, 128]]   | bf16  |       0.75       |       0.78        |       0.8        |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.74%     |
|  64   | 128  |  1  |  1  | 32  |   4   |  1   |   [[1, 64, 128]]   | bf16  |       0.76       |       0.78        |       0.82       |        2.01        | 0.00e+00 | 8.19e+03 |        0%        |     0.54%     |
|  64   | 128  |  2  |  1  | 32  |   4   |  1   |   [[2, 64, 128]]   | bf16  |       0.75       |       0.79        |       0.85       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.09%     |
|  64   | 128  |  4  |  1  | 32  |   4   |  1   |   [[4, 64, 128]]   | bf16  |       0.75       |       0.77        |       0.8        |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.18%     |
|  64   | 128  |  8  |  1  | 32  |   4   |  1   |   [[8, 64, 128]]   | bf16  |       0.75       |       0.78        |       0.8        |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  64   | 128  | 16  |  1  | 32  |   4   |  1   |  [[16, 64, 128]]   | bf16  |       0.76       |       0.78        |       0.8        |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.62%     |
|  64   | 128  | 32  |  1  | 32  |   4   |  1   |  [[32, 64, 128]]   | bf16  |       0.75       |       0.78        |       0.81       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
|  128  | 128  |  1  |  1  | 32  |   4   |  1   |  [[1, 128, 128]]   | bf16  |       0.75       |       0.78        |       0.83       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.09%     |
|  128  | 128  |  2  |  1  | 32  |   4   |  1   |  [[2, 128, 128]]   | bf16  |       0.76       |       0.79        |       0.82       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.16%     |
|  128  | 128  |  4  |  1  | 32  |   4   |  1   |  [[4, 128, 128]]   | bf16  |       0.76       |       0.78        |       0.81       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.31%     |
|  128  | 128  |  8  |  1  | 32  |   4   |  1   |  [[8, 128, 128]]   | bf16  |       0.76       |       0.78        |       0.81       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.62%     |
|  128  | 128  | 16  |  1  | 32  |   4   |  1   |  [[16, 128, 128]]  | bf16  |       0.76       |       0.79        |       0.84       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.25%     |
|  128  | 128  | 32  |  1  | 32  |   4   |  1   |  [[32, 128, 128]]  | bf16  |       0.76       |       0.78        |       0.8        |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.49%     |
|  256  | 128  |  1  |  1  | 32  |   4   |  1   |  [[1, 256, 128]]   | bf16  |       0.76       |       0.78        |       0.8        |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.16%     |
|  256  | 128  |  2  |  1  | 32  |   4   |  1   |  [[2, 256, 128]]   | bf16  |       0.76       |       0.78        |       0.83       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.31%     |
|  256  | 128  |  4  |  1  | 32  |   4   |  1   |  [[4, 256, 128]]   | bf16  |       0.76       |       0.79        |       0.85       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.62%     |
|  256  | 128  |  8  |  1  | 32  |   4   |  1   |  [[8, 256, 128]]   | bf16  |       0.74       |       0.77        |       0.79       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
|  256  | 128  | 16  |  1  | 32  |   4   |  1   |  [[16, 256, 128]]  | bf16  |       0.77       |       0.79        |       0.81       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.04%     |
|  256  | 128  | 32  |  1  | 32  |   4   |  1   |  [[32, 256, 128]]  | bf16  |       0.76       |       0.79        |       0.83       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    68.99%     |
|  512  | 128  |  1  |  1  | 32  |   4   |  1   |  [[1, 512, 128]]   | bf16  |       0.76       |       0.77        |       0.8        |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.31%     |
|  512  | 128  |  2  |  1  | 32  |   4   |  1   |  [[2, 512, 128]]   | bf16  |       0.74       |       0.77        |       0.81       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.86%     |
|  512  | 128  |  4  |  1  | 32  |   4   |  1   |  [[4, 512, 128]]   | bf16  |       0.76       |       0.78        |       0.8        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.25%     |
|  512  | 128  |  8  |  1  | 32  |   4   |  1   |  [[8, 512, 128]]   | bf16  |       0.76       |        0.8        |       0.83       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.49%     |
|  512  | 128  | 16  |  1  | 32  |   4   |  1   |  [[16, 512, 128]]  | bf16  |       0.76       |       0.77        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    68.99%     |
|  512  | 128  | 32  |  1  | 32  |   4   |  1   |  [[32, 512, 128]]  | bf16  |       0.75       |       0.78        |       0.83       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
| 1024  | 128  |  1  |  1  | 32  |   4   |  1   |  [[1, 1024, 128]]  | bf16  |       0.76       |       0.77        |       0.82       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.62%     |
| 1024  | 128  |  2  |  1  | 32  |   4   |  1   |  [[2, 1024, 128]]  | bf16  |       0.76       |       0.77        |       0.79       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.25%     |
| 1024  | 128  |  4  |  1  | 32  |   4   |  1   |  [[4, 1024, 128]]  | bf16  |       0.77       |       0.79        |       0.83       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.04%     |
| 1024  | 128  |  8  |  1  | 32  |   4   |  1   |  [[8, 1024, 128]]  | bf16  |       0.75       |       0.77        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 1024  | 128  | 16  |  1  | 32  |   4   |  1   | [[16, 1024, 128]]  | bf16  |       0.75       |       0.79        |       0.86       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
| 1024  | 128  | 32  |  1  | 32  |   4   |  1   | [[32, 1024, 128]]  | bf16  |       0.74       |       0.77        |       0.78       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    283.4%     |
| 2048  | 128  |  1  |  1  | 32  |   4   |  1   |  [[1, 2048, 128]]  | bf16  |       0.75       |       0.78        |       0.81       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
| 2048  | 128  |  2  |  1  | 32  |   4   |  1   |  [[2, 2048, 128]]  | bf16  |       0.76       |       0.79        |       0.82       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.49%     |
| 2048  | 128  |  4  |  1  | 32  |   4   |  1   |  [[4, 2048, 128]]  | bf16  |       0.75       |       0.78        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 2048  | 128  |  8  |  1  | 32  |   4   |  1   |  [[8, 2048, 128]]  | bf16  |       0.75       |       0.78        |       0.81       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
| 2048  | 128  | 16  |  1  | 32  |   4   |  1   | [[16, 2048, 128]]  | bf16  |       0.74       |       0.76        |       0.78       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    283.4%     |
| 2048  | 128  | 32  |  1  | 32  |   4   |  1   | [[32, 2048, 128]]  | bf16  |       0.75       |       0.79        |       0.83       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 4096  | 128  |  1  |  1  | 32  |   4   |  1   |  [[1, 4096, 128]]  | bf16  |       0.76       |       0.78        |       0.8        |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.49%     |
| 4096  | 128  |  2  |  1  | 32  |   4   |  1   |  [[2, 4096, 128]]  | bf16  |       0.76       |       0.77        |       0.78       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    68.99%     |
| 4096  | 128  |  4  |  1  | 32  |   4   |  1   |  [[4, 4096, 128]]  | bf16  |       0.75       |       0.77        |       0.78       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
| 4096  | 128  |  8  |  1  | 32  |   4   |  1   |  [[8, 4096, 128]]  | bf16  |       0.76       |       0.78        |       0.81       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    275.94%    |
| 4096  | 128  | 16  |  1  | 32  |   4   |  1   | [[16, 4096, 128]]  | bf16  |       0.76       |       0.79        |       0.8        |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    551.88%    |
| 4096  | 128  | 32  |  1  | 32  |   4   |  1   | [[32, 4096, 128]]  | bf16  |       0.75       |       0.78        |       0.82       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |   1118.48%    |
|  32   | 512  |  1  |  1  | 32  |   4   |  1   |   [[1, 32, 512]]   | bf16  |       0.76       |       0.78        |       0.81       |        2.01        | 0.00e+00 | 1.64e+04 |        0%        |     1.08%     |
|  32   | 512  |  2  |  1  | 32  |   4   |  1   |   [[2, 32, 512]]   | bf16  |       0.76       |       0.78        |       0.8        |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.16%     |
|  32   | 512  |  4  |  1  | 32  |   4   |  1   |   [[4, 32, 512]]   | bf16  |       0.75       |       0.78        |       0.83       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  32   | 512  |  8  |  1  | 32  |   4   |  1   |   [[8, 32, 512]]   | bf16  |       0.76       |        0.8        |       0.88       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.62%     |
|  32   | 512  | 16  |  1  | 32  |   4   |  1   |  [[16, 32, 512]]   | bf16  |       0.75       |       0.77        |       0.81       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.48%     |
|  32   | 512  | 32  |  1  | 32  |   4   |  1   |  [[32, 32, 512]]   | bf16  |       0.75       |       0.77        |       0.8        |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
|  64   | 512  |  1  |  1  | 32  |   4   |  1   |   [[1, 64, 512]]   | bf16  |       0.76       |       0.78        |       0.81       |        2.02        | 0.00e+00 | 3.28e+04 |        0%        |     2.16%     |
|  64   | 512  |  2  |  1  | 32  |   4   |  1   |   [[2, 64, 512]]   | bf16  |       0.76       |       0.78        |       0.81       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.31%     |
|  64   | 512  |  4  |  1  | 32  |   4   |  1   |   [[4, 64, 512]]   | bf16  |       0.76       |       0.76        |       0.77       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.62%     |
|  64   | 512  |  8  |  1  | 32  |   4   |  1   |   [[8, 64, 512]]   | bf16  |       0.74       |       0.76        |       0.83       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
|  64   | 512  | 16  |  1  | 32  |   4   |  1   |  [[16, 64, 512]]   | bf16  |       0.75       |       0.78        |       0.81       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.95%     |
|  64   | 512  | 32  |  1  | 32  |   4   |  1   |  [[32, 64, 512]]   | bf16  |       0.76       |       0.78        |       0.81       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    68.99%     |
|  128  | 512  |  1  |  1  | 32  |   4   |  1   |  [[1, 128, 512]]   | bf16  |       0.75       |       0.77        |       0.82       |        2.04        | 0.00e+00 | 6.55e+04 |        0%        |     4.37%     |
|  128  | 512  |  2  |  1  | 32  |   4   |  1   |  [[2, 128, 512]]   | bf16  |       0.76       |       0.78        |       0.83       |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.62%     |
|  128  | 512  |  4  |  1  | 32  |   4   |  1   |  [[4, 128, 512]]   | bf16  |       0.77       |       0.79        |       0.83       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.02%     |
|  128  | 512  |  8  |  1  | 32  |   4   |  1   |  [[8, 128, 512]]   | bf16  |       0.76       |       0.78        |       0.84       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.49%     |
|  128  | 512  | 16  |  1  | 32  |   4   |  1   |  [[16, 128, 512]]  | bf16  |       0.75       |       0.77        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
|  128  | 512  | 32  |  1  | 32  |   4   |  1   |  [[32, 128, 512]]  | bf16  |       0.77       |       0.78        |       0.83       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    136.18%    |
|  256  | 512  |  1  |  1  | 32  |   4   |  1   |  [[1, 256, 512]]   | bf16  |       0.76       |       0.78        |       0.8        |        2.08        | 0.00e+00 | 1.31e+05 |        0%        |     8.62%     |
|  256  | 512  |  2  |  1  | 32  |   4   |  1   |  [[2, 256, 512]]   | bf16  |       0.74       |       0.77        |       0.8        |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.71%     |
|  256  | 512  |  4  |  1  | 32  |   4   |  1   |  [[4, 256, 512]]   | bf16  |       0.76       |       0.79        |       0.83       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.49%     |
|  256  | 512  |  8  |  1  | 32  |   4   |  1   |  [[8, 256, 512]]   | bf16  |       0.75       |       0.77        |       0.8        |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
|  256  | 512  | 16  |  1  | 32  |   4   |  1   |  [[16, 256, 512]]  | bf16  |       0.74       |       0.77        |       0.81       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    141.7%     |
|  256  | 512  | 32  |  1  | 32  |   4   |  1   |  [[32, 256, 512]]  | bf16  |       0.77       |       0.79        |       0.82       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    272.36%    |
|  512  | 512  |  1  |  1  | 32  |   4   |  1   |  [[1, 512, 512]]   | bf16  |       0.76       |       0.78        |       0.81       |        2.16        | 0.00e+00 | 2.62e+05 |        0%        |    17.25%     |
|  512  | 512  |  2  |  1  | 32  |   4   |  1   |  [[2, 512, 512]]   | bf16  |       0.74       |       0.77        |       0.79       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    35.42%     |
|  512  | 512  |  4  |  1  | 32  |   4   |  1   |  [[4, 512, 512]]   | bf16  |       0.76       |       0.79        |       0.82       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    68.99%     |
|  512  | 512  |  8  |  1  | 32  |   4   |  1   |  [[8, 512, 512]]   | bf16  |       0.52       |        0.7        |       0.82       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    201.65%    |
|  512  | 512  | 16  |  1  | 32  |   4   |  1   |  [[16, 512, 512]]  | bf16  |       0.75       |       0.77        |       0.79       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    279.62%    |
|  512  | 512  | 32  |  1  | 32  |   4   |  1   |  [[32, 512, 512]]  | bf16  |       0.36       |       0.37        |       0.38       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |   1165.08%    |
| 1024  | 512  |  1  |  1  | 32  |   4   |  1   |  [[1, 1024, 512]]  | bf16  |       0.76       |       0.79        |       0.85       |        2.33        | 0.00e+00 | 5.24e+05 |        0%        |    34.49%     |
| 1024  | 512  |  2  |  1  | 32  |   4   |  1   |  [[2, 1024, 512]]  | bf16  |       0.75       |       0.78        |       0.81       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 1024  | 512  |  4  |  1  | 32  |   4   |  1   |  [[4, 1024, 512]]  | bf16  |       0.76       |       0.78        |       0.81       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    137.97%    |
| 1024  | 512  |  8  |  1  | 32  |   4   |  1   |  [[8, 1024, 512]]  | bf16  |       0.74       |       0.76        |       0.78       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    283.4%     |
| 1024  | 512  | 16  |  1  | 32  |   4   |  1   | [[16, 1024, 512]]  | bf16  |       0.75       |       0.79        |       0.82       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 1024  | 512  | 32  |  1  | 32  |   4   |  1   | [[32, 1024, 512]]  | bf16  |       0.76       |       0.78        |       0.81       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |   1103.76%    |
| 2048  | 512  |  1  |  1  | 32  |   4   |  1   |  [[1, 2048, 512]]  | bf16  |       0.75       |       0.78        |       0.82       |        2.66        | 0.00e+00 | 1.05e+06 |        0%        |    69.91%     |
| 2048  | 512  |  2  |  1  | 32  |   4   |  1   |  [[2, 2048, 512]]  | bf16  |       0.75       |       0.77        |       0.78       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    139.81%    |
| 2048  | 512  |  4  |  1  | 32  |   4   |  1   |  [[4, 2048, 512]]  | bf16  |       0.74       |       0.77        |       0.8        |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    283.4%     |
| 2048  | 512  |  8  |  1  | 32  |   4   |  1   |  [[8, 2048, 512]]  | bf16  |       0.75       |       0.78        |       0.81       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    559.24%    |
| 2048  | 512  | 16  |  1  | 32  |   4   |  1   | [[16, 2048, 512]]  | bf16  |       0.75       |       0.77        |       0.79       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |   1118.48%    |
| 2048  | 512  | 32  |  1  | 32  |   4   |  1   | [[32, 2048, 512]]  | bf16  |       0.73       |       0.76        |       0.81       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |   2298.25%    |
| 4096  | 512  |  1  |  1  | 32  |   4   |  1   |  [[1, 4096, 512]]  | bf16  |       0.76       |       0.77        |       0.78       |        3.31        | 0.00e+00 | 2.10e+06 |        0%        |    137.97%    |
| 4096  | 512  |  2  |  1  | 32  |   4   |  1   |  [[2, 4096, 512]]  | bf16  |       0.76       |       0.79        |       0.84       |        4.62        | 0.00e+00 | 4.19e+06 |        0%        |    275.94%    |
| 4096  | 512  |  4  |  1  | 32  |   4   |  1   |  [[4, 4096, 512]]  | bf16  |       0.77       |       0.79        |       0.81       |        7.24        | 0.00e+00 | 8.39e+06 |        0%        |    544.71%    |
| 4096  | 512  |  8  |  1  | 32  |   4   |  1   |  [[8, 4096, 512]]  | bf16  |       0.76       |       0.77        |       0.78       |       12.49        | 0.00e+00 | 1.68e+07 |        0%        |   1103.76%    |
| 4096  | 512  | 16  |  1  | 32  |   4   |  1   | [[16, 4096, 512]]  | bf16  |       0.76       |       0.79        |       0.81       |       22.97        | 0.00e+00 | 3.36e+07 |        0%        |   2207.53%    |
| 4096  | 512  | 32  |  1  | 32  |   4   |  1   | [[32, 4096, 512]]  | bf16  |       0.74       |       0.77        |       0.8        |       43.94        | 0.00e+00 | 6.71e+07 |        0%        |   4534.38%    |
|  32   | 768  |  1  |  1  | 32  |   4   |  1   |   [[1, 32, 768]]   | bf16  |       0.75       |       0.76        |       0.79       |        2.02        | 0.00e+00 | 2.46e+04 |        0%        |     1.64%     |
|  32   | 768  |  2  |  1  | 32  |   4   |  1   |   [[2, 32, 768]]   | bf16  |       0.76       |       0.77        |       0.8        |        2.03        | 0.00e+00 | 4.92e+04 |        0%        |     3.23%     |
|  32   | 768  |  4  |  1  | 32  |   4   |  1   |   [[4, 32, 768]]   | bf16  |       0.75       |       0.78        |       0.8        |        2.06        | 0.00e+00 | 9.83e+04 |        0%        |     6.55%     |
|  32   | 768  |  8  |  1  | 32  |   4   |  1   |   [[8, 32, 768]]   | bf16  |       0.75       |       0.77        |       0.8        |        2.12        | 0.00e+00 | 1.97e+05 |        0%        |    13.11%     |
|  32   | 768  | 16  |  1  | 32  |   4   |  1   |  [[16, 32, 768]]   | bf16  |       0.75       |       0.78        |       0.8        |        2.25        | 0.00e+00 | 3.93e+05 |        0%        |    26.21%     |
