Test Case: B200_aten-slice
|  M   |  N   | start | end |   _tensor    | step | dim | dtype | duration_mean(us) | duration_min(us) | duration_max(us) | theory_latency(us) |
| 4096 | 1024 |   4   | 16  | [4096, 1024] |  1   |  1  | bf16  |       89.39       |      88.65       |      90.34       |       64.93        |
|  1   | 8192 |   4   | 16  |  [1, 8192]   |  1   |  1  | bf16  |       88.64       |      88.05       |      89.09       |       127.85       |
|  2   | 8192 |   4   | 16  |  [2, 8192]   |  1   |  1  | bf16  |       89.1        |      88.27       |       89.6       |        3.97        |
|  8   | 8192 |   4   | 16  |  [8, 8192]   |  1   |  1  | bf16  |       89.02       |      88.09       |       90.0       |        5.94        |
| 128  | 8192 |   4   | 16  | [128, 8192]  |  1   |  1  | bf16  |       89.59       |      88.88       |      90.66       |        9.88        |
| 1024 | 8192 |   4   | 16  | [1024, 8192] |  1   |  1  | bf16  |       89.26       |      88.13       |      90.35       |       17.75        |
| 4096 | 8192 |   4   | 16  | [4096, 8192] |  1   |  1  | bf16  |       89.61       |      89.06       |      90.25       |        5.94        |
|  1   |  32  |   0   | 32  |   [1, 32]    |  1   |  1  | bf16  |       89.09       |      87.89       |       90.2       |        9.87        |
|  2   |  32  |   0   | 32  |   [2, 32]    |  1   |  1  | bf16  |       89.33       |      88.28       |      90.04       |       17.74        |
|  8   |  32  |   0   | 32  |   [8, 32]    |  1   |  1  | bf16  |       89.38       |      88.54       |      91.12       |       33.48        |
| 128  |  32  |   0   | 32  |  [128, 32]   |  1   |  1  | bf16  |       88.95       |      87.87       |       89.8       |        9.87        |
| 1024 |  32  |   0   | 32  |  [1024, 32]  |  1   |  1  | bf16  |       88.89       |      88.22       |      89.35       |       17.73        |
| 4096 |  32  |   0   | 32  |  [4096, 32]  |  1   |  1  | bf16  |       88.79       |      88.17       |      89.21       |       33.47        |
|  1   | 128  |   0   | 32  |   [1, 128]   |  1   |  1  | bf16  |       89.15       |      88.67       |      90.42       |       64.94        |
|  2   | 128  |   0   | 32  |   [2, 128]   |  1   |  1  | bf16  |       89.4        |      88.42       |      89.77       |       17.73        |
|  8   | 128  |   0   | 32  |   [8, 128]   |  1   |  1  | bf16  |       88.8        |       87.9       |      89.56       |       33.46        |
| 128  | 128  |   0   | 32  |  [128, 128]  |  1   |  1  | bf16  |       88.86       |      88.08       |      89.35       |       64.93        |
| 1024 | 128  |   0   | 32  | [1024, 128]  |  1   |  1  | bf16  |       89.78       |      88.64       |      90.95       |       127.85       |
| 4096 | 128  |   0   | 32  | [4096, 128]  |  1   |  1  | bf16  |       89.4        |      88.81       |      90.28       |       33.46        |
|  1   | 1024 |   0   | 32  |  [1, 1024]   |  1   |  1  | bf16  |       89.4        |       88.5       |      90.34       |       64.92        |
|  2   | 1024 |   0   | 32  |  [2, 1024]   |  1   |  1  | bf16  |       89.52       |      88.73       |      90.56       |       127.84       |
|  8   | 1024 |   0   | 32  |  [8, 1024]   |  1   |  1  | bf16  |       90.61       |      89.47       |      92.74       |       253.68       |
| 128  | 1024 |   0   | 32  | [128, 1024]  |  1   |  1  | bf16  |       89.65       |      89.19       |      90.61       |       64.92        |
| 1024 | 1024 |   0   | 32  | [1024, 1024] |  1   |  1  | bf16  |       89.96       |      89.15       |      90.65       |       127.83       |
| 4096 | 1024 |   0   | 32  | [4096, 1024] |  1   |  1  | bf16  |       89.33       |      88.58       |      89.77       |       253.67       |
|  1   | 8192 |   0   | 32  |  [1, 8192]   |  1   |  1  | bf16  |       89.04       |      87.38       |      90.24       |       505.34       |
|  2   | 8192 |   0   | 32  |  [2, 8192]   |  1   |  1  | bf16  |       89.13       |      88.38       |      89.77       |        5.94        |
|  8   | 8192 |   0   | 32  |  [8, 8192]   |  1   |  1  | bf16  |       89.63       |      87.91       |      91.49       |        9.87        |
| 128  | 8192 |   0   | 32  | [128, 8192]  |  1   |  1  | bf16  |       89.18       |       88.5       |      90.09       |       17.74        |
| 1024 | 8192 |   0   | 32  | [1024, 8192] |  1   |  1  | bf16  |       89.83       |      89.14       |       90.3       |       33.48        |
| 4096 | 8192 |   0   | 32  | [4096, 8192] |  1   |  1  | bf16  |       89.71       |      89.01       |      90.33       |        9.87        |
|  1   |  32  |   1   | 32  |   [1, 32]    |  1   |  1  | bf16  |       89.51       |      88.71       |      90.61       |       17.73        |
|  2   |  32  |   1   | 32  |   [2, 32]    |  1   |  1  | bf16  |       88.87       |      88.33       |      89.75       |       33.47        |
|  8   |  32  |   1   | 32  |   [8, 32]    |  1   |  1  | bf16  |       88.87       |      88.17       |      89.58       |       64.94        |
| 128  |  32  |   1   | 32  |  [128, 32]   |  1   |  1  | bf16  |       89.12       |      88.27       |      89.67       |       17.73        |
| 1024 |  32  |   1   | 32  |  [1024, 32]  |  1   |  1  | bf16  |       89.45       |      88.73       |      89.94       |       33.46        |
| 4096 |  32  |   1   | 32  |  [4096, 32]  |  1   |  1  | bf16  |       89.17       |      88.54       |      89.68       |       64.93        |
|  1   | 128  |   1   | 32  |   [1, 128]   |  1   |  1  | bf16  |       89.65       |       88.8       |      91.04       |       127.85       |
|  2   | 128  |   1   | 32  |   [2, 128]   |  1   |  1  | bf16  |       89.18       |      88.69       |      90.06       |       33.46        |
|  8   | 128  |   1   | 32  |   [8, 128]   |  1   |  1  | bf16  |       89.59       |      88.95       |      90.48       |       64.92        |
| 128  | 128  |   1   | 32  |  [128, 128]  |  1   |  1  | bf16  |       89.24       |      88.47       |       90.1       |       127.84       |
| 1024 | 128  |   1   | 32  | [1024, 128]  |  1   |  1  | bf16  |       88.67       |      87.94       |      89.37       |       253.68       |
| 4096 | 128  |   1   | 32  | [4096, 128]  |  1   |  1  | bf16  |       89.55       |      88.51       |      89.94       |       64.92        |
|  1   | 1024 |   1   | 32  |  [1, 1024]   |  1   |  1  | bf16  |       89.63       |      89.36       |      89.96       |       127.83       |
|  2   | 1024 |   1   | 32  |  [2, 1024]   |  1   |  1  | bf16  |       88.35       |      87.34       |      89.73       |       253.67       |
|  8   | 1024 |   1   | 32  |  [8, 1024]   |  1   |  1  | bf16  |       88.58       |      87.73       |      89.27       |       505.34       |
| 128  | 1024 |   1   | 32  | [128, 1024]  |  1   |  1  | bf16  |       89.06       |      88.46       |      89.86       |       127.83       |
| 1024 | 1024 |   1   | 32  | [1024, 1024] |  1   |  1  | bf16  |       88.71       |      88.55       |      88.85       |       253.66       |
| 4096 | 1024 |   1   | 32  | [4096, 1024] |  1   |  1  | bf16  |       89.21       |      88.67       |      89.46       |       505.33       |
|  1   | 8192 |   1   | 32  |  [1, 8192]   |  1   |  1  | bf16  |       88.85       |       88.2       |      89.38       |      1008.66       |
|  2   | 8192 |   1   | 32  |  [2, 8192]   |  1   |  1  | bf16  |       89.23       |      88.41       |      90.38       |        2.66        |
|  8   | 8192 |   1   | 32  |  [8, 8192]   |  1   |  1  | bf16  |       89.62       |      88.72       |      90.41       |        3.32        |
| 128  | 8192 |   1   | 32  | [128, 8192]  |  1   |  1  | bf16  |       88.79       |      87.83       |       89.4       |        4.65        |
| 1024 | 8192 |   1   | 32  | [1024, 8192] |  1   |  1  | bf16  |       89.96       |      89.68       |      90.33       |        7.29        |
| 4096 | 8192 |   1   | 32  | [4096, 8192] |  1   |  1  | bf16  |       90.83       |      89.75       |      94.71       |        3.32        |
|  1   |  32  |   4   | 32  |   [1, 32]    |  1   |  1  | bf16  |       89.89       |      88.85       |      90.97       |        4.64        |
|  2   |  32  |   4   | 32  |   [2, 32]    |  1   |  1  | bf16  |       89.72       |       88.6       |      90.47       |        7.28        |
|  8   |  32  |   4   | 32  |   [8, 32]    |  1   |  1  | bf16  |       89.32       |      88.49       |      89.96       |       12.56        |
| 128  |  32  |   4   | 32  |  [128, 32]   |  1   |  1  | bf16  |       89.57       |      88.49       |      90.65       |        4.64        |
| 1024 |  32  |   4   | 32  |  [1024, 32]  |  1   |  1  | bf16  |       89.38       |      88.93       |      89.76       |        7.27        |
| 4096 |  32  |   4   | 32  |  [4096, 32]  |  1   |  1  | bf16  |       89.32       |      88.81       |      89.92       |       12.54        |
|  1   | 128  |   4   | 32  |   [1, 128]   |  1   |  1  | bf16  |       89.28       |      88.49       |      90.83       |       23.08        |
|  2   | 128  |   4   | 32  |   [2, 128]   |  1   |  1  | bf16  |       88.79       |      88.15       |      89.71       |        7.27        |
|  8   | 128  |   4   | 32  |   [8, 128]   |  1   |  1  | bf16  |       89.4        |      88.88       |      89.93       |       12.53        |
| 128  | 128  |   4   | 32  |  [128, 128]  |  1   |  1  | bf16  |       89.24       |      88.79       |      89.64       |       23.07        |
| 1024 | 128  |   4   | 32  | [1024, 128]  |  1   |  1  | bf16  |       89.33       |      88.63       |      90.04       |       44.14        |
| 4096 | 128  |   4   | 32  | [4096, 128]  |  1   |  1  | bf16  |       89.11       |      88.31       |      89.71       |       12.53        |
|  1   | 1024 |   4   | 32  |  [1, 1024]   |  1   |  1  | bf16  |       89.37       |      89.09       |      89.79       |       23.06        |
|  2   | 1024 |   4   | 32  |  [2, 1024]   |  1   |  1  | bf16  |       88.88       |      88.28       |      89.83       |       44.12        |
|  8   | 1024 |   4   | 32  |  [8, 1024]   |  1   |  1  | bf16  |       88.95       |      87.96       |       89.7       |       86.24        |
| 128  | 1024 |   4   | 32  | [128, 1024]  |  1   |  1  | bf16  |       89.04       |      87.96       |       89.8       |       23.06        |
| 1024 | 1024 |   4   | 32  | [1024, 1024] |  1   |  1  | bf16  |       89.63       |      88.99       |      90.15       |       44.11        |
| 4096 | 1024 |   4   | 32  | [4096, 1024] |  1   |  1  | bf16  |       89.1        |      88.28       |      90.88       |       86.23        |
|  1   | 8192 |   4   | 32  |  [1, 8192]   |  1   |  1  | bf16  |       89.21       |      87.89       |      89.76       |       170.46       |
|  2   | 8192 |   4   | 32  |  [2, 8192]   |  1   |  1  | bf16  |       89.0        |      88.31       |       90.2       |        4.64        |
|  8   | 8192 |   4   | 32  |  [8, 8192]   |  1   |  1  | bf16  |       89.07       |      88.29       |      89.87       |        7.27        |
| 128  | 8192 |   4   | 32  | [128, 8192]  |  1   |  1  | bf16  |       88.67       |      87.95       |      89.81       |       12.54        |
| 1024 | 8192 |   4   | 32  | [1024, 8192] |  1   |  1  | bf16  |       89.2        |      88.44       |       89.9       |       23.08        |
| 4096 | 8192 |   4   | 32  | [4096, 8192] |  1   |  1  | bf16  |       89.42       |      88.37       |      91.01       |        7.27        |
|  1   |  32  |   0   | -1  |   [1, 32]    |  1   |  1  | bf16  |       89.08       |      87.72       |      90.61       |       12.53        |
|  2   |  32  |   0   | -1  |   [2, 32]    |  1   |  1  | bf16  |       88.59       |      87.46       |      89.44       |       23.07        |
|  8   |  32  |   0   | -1  |   [8, 32]    |  1   |  1  | bf16  |       89.3        |      88.54       |      89.72       |       44.14        |
| 128  |  32  |   0   | -1  |  [128, 32]   |  1   |  1  | bf16  |       89.06       |      88.27       |      89.89       |       12.53        |
| 1024 |  32  |   0   | -1  |  [1024, 32]  |  1   |  1  | bf16  |       88.72       |      87.79       |      89.35       |       23.06        |
| 4096 |  32  |   0   | -1  |  [4096, 32]  |  1   |  1  | bf16  |       89.23       |      88.52       |      89.81       |       44.12        |
|  1   | 128  |   0   | -1  |   [1, 128]   |  1   |  1  | bf16  |       89.54       |      89.04       |      90.05       |       86.24        |
|  2   | 128  |   0   | -1  |   [2, 128]   |  1   |  1  | bf16  |       89.25       |      88.34       |      90.41       |       23.06        |
|  8   | 128  |   0   | -1  |   [8, 128]   |  1   |  1  | bf16  |       90.24       |      89.08       |      91.28       |       44.11        |
| 128  | 128  |   0   | -1  |  [128, 128]  |  1   |  1  | bf16  |       90.27       |      89.82       |      90.84       |       86.23        |
| 1024 | 128  |   0   | -1  | [1024, 128]  |  1   |  1  | bf16  |       89.1        |      88.14       |      90.69       |       170.46       |
| 4096 | 128  |   0   | -1  | [4096, 128]  |  1   |  1  | bf16  |       89.58       |      89.28       |      89.95       |       44.11        |
|  1   | 1024 |   0   | -1  |  [1, 1024]   |  1   |  1  | bf16  |       89.24       |      87.95       |      90.04       |       86.22        |
|  2   | 1024 |   0   | -1  |  [2, 1024]   |  1   |  1  | bf16  |       89.02       |      88.45       |      89.46       |       170.44       |
|  8   | 1024 |   0   | -1  |  [8, 1024]   |  1   |  1  | bf16  |       88.83       |      88.13       |      89.92       |       338.89       |
| 128  | 1024 |   0   | -1  | [128, 1024]  |  1   |  1  | bf16  |       89.59       |      88.87       |      90.17       |       86.22        |
| 1024 | 1024 |   0   | -1  | [1024, 1024] |  1   |  1  | bf16  |       90.45       |      88.78       |      91.53       |       170.44       |
| 4096 | 1024 |   0   | -1  | [4096, 1024] |  1   |  1  | bf16  |       90.79       |      90.14       |      91.55       |       338.87       |
|  1   | 8192 |   0   | -1  |  [1, 8192]   |  1   |  1  | bf16  |       90.81       |      90.34       |      91.27       |       675.74       |
|  2   | 8192 |   0   | -1  |  [2, 8192]   |  1   |  1  | bf16  |       90.2        |      89.37       |      90.75       |        7.27        |
|  8   | 8192 |   0   | -1  |  [8, 8192]   |  1   |  1  | bf16  |       91.57       |      90.55       |      92.21       |       12.53        |
| 128  | 8192 |   0   | -1  | [128, 8192]  |  1   |  1  | bf16  |       89.8        |      89.09       |      90.44       |       23.07        |
| 1024 | 8192 |   0   | -1  | [1024, 8192] |  1   |  1  | bf16  |       90.23       |      89.28       |      91.07       |       44.14        |
| 4096 | 8192 |   0   | -1  | [4096, 8192] |  1   |  1  | bf16  |       91.35       |      90.81       |      92.03       |       12.53        |
|  1   |  32  |   1   | -1  |   [1, 32]    |  1   |  1  | bf16  |       89.41       |      89.04       |       89.9       |       23.06        |
|  2   |  32  |   1   | -1  |   [2, 32]    |  1   |  1  | bf16  |       89.33       |      88.51       |      89.74       |       44.12        |
|  8   |  32  |   1   | -1  |   [8, 32]    |  1   |  1  | bf16  |       89.67       |      88.77       |      90.26       |       86.24        |
| 128  |  32  |   1   | -1  |  [128, 32]   |  1   |  1  | bf16  |       89.6        |      88.71       |      90.73       |       23.06        |
| 1024 |  32  |   1   | -1  |  [1024, 32]  |  1   |  1  | bf16  |       89.22       |      88.65       |      89.83       |       44.11        |
| 4096 |  32  |   1   | -1  |  [4096, 32]  |  1   |  1  | bf16  |       89.82       |      89.18       |      90.43       |       86.23        |
|  1   | 128  |   1   | -1  |   [1, 128]   |  1   |  1  | bf16  |       88.91       |      88.33       |      89.48       |       170.46       |
|  2   | 128  |   1   | -1  |   [2, 128]   |  1   |  1  | bf16  |       89.32       |      88.41       |       90.1       |       44.11        |
|  8   | 128  |   1   | -1  |   [8, 128]   |  1   |  1  | bf16  |       89.98       |      89.36       |      91.21       |       86.22        |
| 128  | 128  |   1   | -1  |  [128, 128]  |  1   |  1  | bf16  |       88.9        |      88.22       |      90.48       |       170.44       |
| 1024 | 128  |   1   | -1  | [1024, 128]  |  1   |  1  | bf16  |       88.99       |      88.04       |      89.88       |       338.89       |
| 4096 | 128  |   1   | -1  | [4096, 128]  |  1   |  1  | bf16  |       89.56       |      89.16       |      89.85       |       86.22        |
|  1   | 1024 |   1   | -1  |  [1, 1024]   |  1   |  1  | bf16  |       89.16       |      88.39       |       90.0       |       170.44       |
|  2   | 1024 |   1   | -1  |  [2, 1024]   |  1   |  1  | bf16  |       89.45       |      89.07       |      90.01       |       338.87       |
|  8   | 1024 |   1   | -1  |  [8, 1024]   |  1   |  1  | bf16  |       89.29       |      88.26       |      89.99       |       675.74       |
| 128  | 1024 |   1   | -1  | [128, 1024]  |  1   |  1  | bf16  |       89.24       |      88.55       |       89.8       |       170.43       |
| 1024 | 1024 |   1   | -1  | [1024, 1024] |  1   |  1  | bf16  |       89.33       |      87.78       |      90.47       |       338.86       |
| 4096 | 1024 |   1   | -1  | [4096, 1024] |  1   |  1  | bf16  |       89.05       |      88.44       |      89.77       |       675.73       |
|  1   | 8192 |   1   | -1  |  [1, 8192]   |  1   |  1  | bf16  |       88.84       |      87.72       |      89.89       |      1349.45       |
|  2   | 8192 |   1   | -1  |  [2, 8192]   |  1   |  1  | bf16  |       88.69       |      87.77       |      89.34       |        2.33        |
|  8   | 8192 |   1   | -1  |  [8, 8192]   |  1   |  1  | bf16  |       88.68       |      87.56       |      89.31       |        2.66        |
| 128  | 8192 |   1   | -1  | [128, 8192]  |  1   |  1  | bf16  |       88.85       |      88.31       |      89.28       |        3.32        |
| 1024 | 8192 |   1   | -1  | [1024, 8192] |  1   |  1  | bf16  |       89.13       |      88.63       |       90.0       |        4.64        |
| 4096 | 8192 |   1   | -1  | [4096, 8192] |  1   |  1  | bf16  |       89.41       |      88.14       |       90.9       |        2.66        |
|  1   |  32  |   4   | -1  |   [1, 32]    |  1   |  1  | bf16  |       89.44       |      88.64       |      89.84       |        3.31        |
|  2   |  32  |   4   | -1  |   [2, 32]    |  1   |  1  | bf16  |       89.71       |      88.99       |      90.46       |        4.63        |
|  8   |  32  |   4   | -1  |   [8, 32]    |  1   |  1  | bf16  |       89.81       |      88.83       |      91.67       |        7.26        |
| 128  |  32  |   4   | -1  |  [128, 32]   |  1   |  1  | bf16  |       89.6        |      88.65       |      90.11       |        3.31        |
| 1024 |  32  |   4   | -1  |  [1024, 32]  |  1   |  1  | bf16  |       89.67       |      88.92       |      90.09       |        4.63        |
| 4096 |  32  |   4   | -1  |  [4096, 32]  |  1   |  1  | bf16  |       89.14       |      88.55       |      89.54       |        7.25        |
|  1   | 128  |   4   | -1  |   [1, 128]   |  1   |  1  | bf16  |       89.52       |      88.21       |       90.9       |        12.5        |
|  2   | 128  |   4   | -1  |   [2, 128]   |  1   |  1  | bf16  |       89.23       |      88.84       |       89.9       |        4.62        |
|  8   | 128  |   4   | -1  |   [8, 128]   |  1   |  1  | bf16  |       89.5        |      88.56       |      89.88       |        7.25        |
| 128  | 128  |   4   | -1  |  [128, 128]  |  1   |  1  | bf16  |       89.48       |      88.85       |       90.0       |       12.49        |
| 1024 | 128  |   4   | -1  | [1024, 128]  |  1   |  1  | bf16  |       89.17       |      88.55       |      89.79       |       22.99        |
| 4096 | 128  |   4   | -1  | [4096, 128]  |  1   |  1  | bf16  |       89.56       |      88.51       |      90.28       |        7.24        |
|  1   | 1024 |   4   | -1  |  [1, 1024]   |  1   |  1  | bf16  |       89.61       |      89.02       |      90.56       |       12.49        |
|  2   | 1024 |   4   | -1  |  [2, 1024]   |  1   |  1  | bf16  |       89.69       |      88.91       |      90.73       |       22.98        |
|  8   | 1024 |   4   | -1  |  [8, 1024]   |  1   |  1  | bf16  |       89.81       |      88.99       |      90.22       |       43.96        |
| 128  | 1024 |   4   | -1  | [128, 1024]  |  1   |  1  | bf16  |       89.53       |      88.44       |      90.27       |       12.49        |
| 1024 | 1024 |   4   | -1  | [1024, 1024] |  1   |  1  | bf16  |       89.16       |      88.15       |      90.84       |       22.98        |
| 4096 | 1024 |   4   | -1  | [4096, 1024] |  1   |  1  | bf16  |       89.52       |      88.32       |      90.24       |       43.95        |
|  1   | 8192 |   4   | -1  |  [1, 8192]   |  1   |  1  | bf16  |       89.25       |      88.42       |      89.68       |        85.9        |
|  2   | 8192 |   4   | -1  |  [2, 8192]   |  1   |  1  | bf16  |       89.8        |      88.46       |      90.89       |        3.31        |
|  8   | 8192 |   4   | -1  |  [8, 8192]   |  1   |  1  | bf16  |       89.89       |      88.88       |       90.6       |        4.63        |
| 128  | 8192 |   4   | -1  | [128, 8192]  |  1   |  1  | bf16  |       89.82       |      89.13       |      90.61       |        7.25        |
| 1024 | 8192 |   4   | -1  | [1024, 8192] |  1   |  1  | bf16  |       89.65       |      88.78       |      90.32       |        12.5        |
| 4096 | 8192 |   4   | -1  | [4096, 8192] |  1   |  1  | bf16  |       90.41       |      89.38       |      91.14       |        4.62        |
|  1   |  32  |   0   |  8  |   [1, 32]    |  1   |  0  | fp16  |       89.93       |      89.28       |      90.39       |        7.25        |
|  2   |  32  |   0   |  8  |   [2, 32]    |  1   |  0  | fp16  |       89.74       |      88.89       |      90.35       |       12.49        |
|  8   |  32  |   0   |  8  |   [8, 32]    |  1   |  0  | fp16  |       90.1        |      89.44       |      90.58       |       22.99        |
| 128  |  32  |   0   |  8  |  [128, 32]   |  1   |  0  | fp16  |       88.68       |      87.67       |      89.55       |        7.24        |
| 1024 |  32  |   0   |  8  |  [1024, 32]  |  1   |  0  | fp16  |       88.65       |      87.74       |       89.3       |       12.49        |
| 4096 |  32  |   0   |  8  |  [4096, 32]  |  1   |  0  | fp16  |       89.11       |      88.51       |      89.58       |       22.98        |
|  1   | 128  |   0   |  8  |   [1, 128]   |  1   |  0  | fp16  |       88.41       |      87.65       |      89.02       |       43.96        |
|  2   | 128  |   0   |  8  |   [2, 128]   |  1   |  0  | fp16  |       88.98       |      88.35       |      90.15       |       12.49        |
|  8   | 128  |   0   |  8  |   [8, 128]   |  1   |  0  | fp16  |       88.89       |      87.97       |      89.58       |       22.98        |
| 128  | 128  |   0   |  8  |  [128, 128]  |  1   |  0  | fp16  |       88.29       |      87.48       |      89.09       |       43.95        |
| 1024 | 128  |   0   |  8  | [1024, 128]  |  1   |  0  | fp16  |       88.47       |      87.77       |      88.89       |        85.9        |
| 4096 | 128  |   0   |  8  | [4096, 128]  |  1   |  0  | fp16  |       88.57       |      87.85       |      88.99       |       22.97        |
|  1   | 1024 |   0   |  8  |  [1, 1024]   |  1   |  0  | fp16  |       88.96       |      88.41       |      89.89       |       43.95        |
|  2   | 1024 |   0   |  8  |  [2, 1024]   |  1   |  0  | fp16  |       89.09       |      88.27       |      89.81       |       85.89        |
|  8   | 1024 |   0   |  8  |  [8, 1024]   |  1   |  0  | fp16  |       89.13       |      88.56       |      89.86       |       169.79       |
| 128  | 1024 |   0   |  8  | [128, 1024]  |  1   |  0  | fp16  |       88.81       |      88.35       |      89.23       |       43.94        |
| 1024 | 1024 |   0   |  8  | [1024, 1024] |  1   |  0  | fp16  |       89.87       |      89.22       |      90.53       |       85.89        |
| 4096 | 1024 |   0   |  8  | [4096, 1024] |  1   |  0  | fp16  |       88.69       |      88.21       |       89.0       |       169.78       |
|  1   | 8192 |   0   |  8  |  [1, 8192]   |  1   |  0  | fp16  |       89.16       |      88.65       |      89.85       |       337.56       |
|  2   | 8192 |   0   |  8  |  [2, 8192]   |  1   |  0  | fp16  |       89.1        |      88.88       |      89.72       |        4.62        |
|  8   | 8192 |   0   |  8  |  [8, 8192]   |  1   |  0  | fp16  |       88.88       |      88.48       |      89.68       |        7.25        |
| 128  | 8192 |   0   |  8  | [128, 8192]  |  1   |  0  | fp16  |       89.37       |      88.14       |      90.05       |       12.49        |
| 1024 | 8192 |   0   |  8  | [1024, 8192] |  1   |  0  | fp16  |       89.62       |      89.09       |      89.98       |       22.99        |
| 4096 | 8192 |   0   |  8  | [4096, 8192] |  1   |  0  | fp16  |       89.18       |      88.79       |      90.11       |        7.24        |
|  1   |  32  |   1   |  8  |   [1, 32]    |  1   |  0  | fp16  |       89.4        |      88.94       |       89.9       |       12.49        |
|  2   |  32  |   1   |  8  |   [2, 32]    |  1   |  0  | fp16  |       89.02       |      88.18       |      89.45       |       22.98        |
|  8   |  32  |   1   |  8  |   [8, 32]    |  1   |  0  | fp16  |       89.53       |      88.27       |      90.91       |       43.96        |
| 128  |  32  |   1   |  8  |  [128, 32]   |  1   |  0  | fp16  |       89.52       |      88.68       |      90.07       |       12.49        |
| 1024 |  32  |   1   |  8  |  [1024, 32]  |  1   |  0  | fp16  |       89.25       |      88.52       |      90.15       |       22.98        |
| 4096 |  32  |   1   |  8  |  [4096, 32]  |  1   |  0  | fp16  |       88.37       |      87.45       |       89.2       |       43.95        |
|  1   | 128  |   1   |  8  |   [1, 128]   |  1   |  0  | fp16  |       88.53       |       87.5       |      89.33       |        85.9        |
|  2   | 128  |   1   |  8  |   [2, 128]   |  1   |  0  | fp16  |       89.07       |      88.04       |      89.51       |       22.97        |
|  8   | 128  |   1   |  8  |   [8, 128]   |  1   |  0  | fp16  |       88.18       |       87.2       |      88.98       |       43.95        |
| 128  | 128  |   1   |  8  |  [128, 128]  |  1   |  0  | fp16  |       88.79       |      87.61       |      89.57       |       85.89        |
| 1024 | 128  |   1   |  8  | [1024, 128]  |  1   |  0  | fp16  |       88.42       |      87.32       |      89.06       |       169.79       |
| 4096 | 128  |   1   |  8  | [4096, 128]  |  1   |  0  | fp16  |       88.85       |      88.14       |      89.33       |       43.94        |
|  1   | 1024 |   1   |  8  |  [1, 1024]   |  1   |  0  | fp16  |       88.32       |      87.64       |      88.72       |       85.89        |
|  2   | 1024 |   1   |  8  |  [2, 1024]   |  1   |  0  | fp16  |       88.35       |      87.41       |      88.72       |       169.78       |
|  8   | 1024 |   1   |  8  |  [8, 1024]   |  1   |  0  | fp16  |       88.6        |      87.96       |      89.31       |       337.56       |
| 128  | 1024 |   1   |  8  | [128, 1024]  |  1   |  0  | fp16  |       88.19       |      86.92       |      88.72       |       85.89        |
| 1024 | 1024 |   1   |  8  | [1024, 1024] |  1   |  0  | fp16  |       88.23       |      87.33       |       89.1       |       169.78       |
| 4096 | 1024 |   1   |  8  | [4096, 1024] |  1   |  0  | fp16  |       88.4        |      87.87       |      88.86       |       337.55       |
|  1   | 8192 |   1   |  8  |  [1, 8192]   |  1   |  0  | fp16  |       88.63       |      88.38       |       89.1       |       673.1        |
|  2   | 8192 |   1   |  8  |  [2, 8192]   |  1   |  0  | fp16  |       88.8        |      87.92       |      90.31       |        2.49        |
|  8   | 8192 |   1   |  8  |  [8, 8192]   |  1   |  0  | fp16  |       89.11       |       87.9       |      90.28       |        2.99        |
| 128  | 8192 |   1   |  8  | [128, 8192]  |  1   |  0  | fp16  |       89.14       |      88.64       |      89.59       |        3.98        |
| 1024 | 8192 |   1   |  8  | [1024, 8192] |  1   |  0  | fp16  |       89.54       |       88.1       |      90.93       |        5.96        |
| 4096 | 8192 |   1   |  8  | [4096, 8192] |  1   |  0  | fp16  |       89.18       |      88.32       |      90.03       |        2.99        |
|  1   |  32  |   4   |  8  |   [1, 32]    |  1   |  0  | fp16  |       89.39       |       88.6       |      89.92       |        3.97        |
|  2   |  32  |   4   |  8  |   [2, 32]    |  1   |  0  | fp16  |       89.36       |      88.14       |       90.0       |        5.94        |
|  8   |  32  |   4   |  8  |   [8, 32]    |  1   |  0  | fp16  |       90.11       |       89.0       |      90.63       |        9.89        |
| 128  |  32  |   4   |  8  |  [128, 32]   |  1   |  0  | fp16  |       90.04       |      89.29       |      90.76       |        3.97        |
| 1024 |  32  |   4   |  8  |  [1024, 32]  |  1   |  0  | fp16  |       90.67       |       89.8       |      91.58       |        5.94        |
| 4096 |  32  |   4   |  8  |  [4096, 32]  |  1   |  0  | fp16  |       90.36       |      89.46       |       90.8       |        9.88        |
|  1   | 128  |   4   |  8  |   [1, 128]   |  1   |  0  | fp16  |       88.98       |       88.4       |      89.88       |       17.75        |
|  2   | 128  |   4   |  8  |   [2, 128]   |  1   |  0  | fp16  |       89.63       |      88.72       |      90.36       |        5.94        |
|  8   | 128  |   4   |  8  |   [8, 128]   |  1   |  0  | fp16  |       89.42       |      88.61       |      90.14       |        9.87        |
| 128  | 128  |   4   |  8  |  [128, 128]  |  1   |  0  | fp16  |       89.01       |      88.53       |      90.17       |       17.74        |
| 1024 | 128  |   4   |  8  | [1024, 128]  |  1   |  0  | fp16  |       89.23       |       88.3       |      89.96       |       33.48        |
| 4096 | 128  |   4   |  8  | [4096, 128]  |  1   |  0  | fp16  |       88.9        |      87.39       |      89.82       |        9.87        |
|  1   | 1024 |   4   |  8  |  [1, 1024]   |  1   |  0  | fp16  |       89.16       |      88.26       |      89.64       |       17.73        |
|  2   | 1024 |   4   |  8  |  [2, 1024]   |  1   |  0  | fp16  |       89.14       |      88.71       |       89.9       |       33.47        |
