Test Case: L40S_aten_slice
|   M   |  N   |  B  | dim | end | start | step |    input_shape     | dtype | duration_min(us) | duration_mean(us) | duration_max(us) | theory_latency(us) |  flops   |    io    | flops_efficiency | io_efficiency |
| 4096  |  64  |  1  |  1  |  8  |   0   |  1   |  [[1, 4096, 64]]   | bf16  |       1.47       |        1.5        |       1.52       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    41.28%     |
| 4096  |  64  |  2  |  1  |  8  |   0   |  1   |  [[2, 4096, 64]]   | bf16  |       1.46       |       1.52        |       1.6        |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    83.13%     |
| 4096  |  64  |  4  |  1  |  8  |   0   |  1   |  [[4, 4096, 64]]   | bf16  |       1.44       |       1.47        |       1.52       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    168.56%    |
| 4096  |  64  |  8  |  1  |  8  |   0   |  1   |  [[8, 4096, 64]]   | bf16  |       1.51       |       1.52        |       1.55       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    321.49%    |
| 4096  |  64  | 16  |  1  |  8  |   0   |  1   |  [[16, 4096, 64]]  | bf16  |       1.46       |       1.49        |       1.53       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    665.0%     |
| 4096  |  64  | 32  |  1  |  8  |   0   |  1   |  [[32, 4096, 64]]  | bf16  |       1.46       |        1.5        |       1.54       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1330.01%    |
|  32   | 128  |  1  |  1  |  8  |   0   |  1   |   [[1, 32, 128]]   | bf16  |       1.46       |       1.49        |       1.53       |        2.01        | 0.00e+00 | 4.10e+03 |        0%        |     0.65%     |
|  32   | 128  |  2  |  1  |  8  |   0   |  1   |   [[2, 32, 128]]   | bf16  |       1.86       |       1.88        |       1.91       |        2.02        | 0.00e+00 | 8.19e+03 |        0%        |     1.02%     |
|  32   | 128  |  4  |  1  |  8  |   0   |  1   |   [[4, 32, 128]]   | bf16  |       1.45       |       1.47        |       1.51       |        2.05        | 0.00e+00 | 1.64e+04 |        0%        |     2.62%     |
|  32   | 128  |  8  |  1  |  8  |   0   |  1   |   [[8, 32, 128]]   | bf16  |       1.45       |       1.49        |       1.54       |        2.09        | 0.00e+00 | 3.28e+04 |        0%        |     5.23%     |
|  32   | 128  | 16  |  1  |  8  |   0   |  1   |  [[16, 32, 128]]   | bf16  |       1.44       |       1.49        |       1.58       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.53%     |
|  32   | 128  | 32  |  1  |  8  |   0   |  1   |  [[32, 32, 128]]   | bf16  |       1.45       |       1.48        |       1.52       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    20.92%     |
|  64   | 128  |  1  |  1  |  8  |   0   |  1   |   [[1, 64, 128]]   | bf16  |       1.42       |       1.49        |       1.55       |        2.02        | 0.00e+00 | 8.19e+03 |        0%        |     1.34%     |
|  64   | 128  |  2  |  1  |  8  |   0   |  1   |   [[2, 64, 128]]   | bf16  |       1.43       |       1.49        |       1.57       |        2.05        | 0.00e+00 | 1.64e+04 |        0%        |     2.65%     |
|  64   | 128  |  4  |  1  |  8  |   0   |  1   |   [[4, 64, 128]]   | bf16  |       1.46       |        1.5        |       1.55       |        2.09        | 0.00e+00 | 3.28e+04 |        0%        |     5.2%      |
|  64   | 128  |  8  |  1  |  8  |   0   |  1   |   [[8, 64, 128]]   | bf16  |       1.47       |       1.49        |       1.53       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.32%     |
|  64   | 128  | 16  |  1  |  8  |   0   |  1   |  [[16, 64, 128]]   | bf16  |       1.45       |        1.5        |       1.53       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    20.92%     |
|  64   | 128  | 32  |  1  |  8  |   0   |  1   |  [[32, 64, 128]]   | bf16  |       1.44       |       1.48        |       1.51       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    42.14%     |
|  128  | 128  |  1  |  1  |  8  |   0   |  1   |  [[1, 128, 128]]   | bf16  |       1.45       |       1.48        |       1.51       |        2.05        | 0.00e+00 | 1.64e+04 |        0%        |     2.62%     |
|  128  | 128  |  2  |  1  |  8  |   0   |  1   |  [[2, 128, 128]]   | bf16  |       1.46       |       1.48        |       1.52       |        2.09        | 0.00e+00 | 3.28e+04 |        0%        |     5.2%      |
|  128  | 128  |  4  |  1  |  8  |   0   |  1   |  [[4, 128, 128]]   | bf16  |       1.44       |       1.48        |       1.53       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.53%     |
|  128  | 128  |  8  |  1  |  8  |   0   |  1   |  [[8, 128, 128]]   | bf16  |       1.46       |       1.49        |       1.53       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    20.78%     |
|  128  | 128  | 16  |  1  |  8  |   0   |  1   |  [[16, 128, 128]]  | bf16  |       1.44       |       1.48        |       1.52       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    42.14%     |
|  128  | 128  | 32  |  1  |  8  |   0   |  1   |  [[32, 128, 128]]  | bf16  |       1.42       |       1.49        |       1.59       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    85.47%     |
|  256  | 128  |  1  |  1  |  8  |   0   |  1   |  [[1, 256, 128]]   | bf16  |       1.46       |       1.47        |       1.49       |        2.09        | 0.00e+00 | 3.28e+04 |        0%        |     5.2%      |
|  256  | 128  |  2  |  1  |  8  |   0   |  1   |  [[2, 256, 128]]   | bf16  |       1.44       |       1.48        |       1.52       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.53%     |
|  256  | 128  |  4  |  1  |  8  |   0   |  1   |  [[4, 256, 128]]   | bf16  |       1.46       |        1.5        |       1.54       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    20.78%     |
|  256  | 128  |  8  |  1  |  8  |   0   |  1   |  [[8, 256, 128]]   | bf16  |       1.46       |       1.49        |       1.53       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    41.56%     |
|  256  | 128  | 16  |  1  |  8  |   0   |  1   |  [[16, 256, 128]]  | bf16  |       1.44       |       1.49        |       1.57       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    84.28%     |
|  256  | 128  | 32  |  1  |  8  |   0   |  1   |  [[32, 256, 128]]  | bf16  |       1.42       |       1.46        |       1.49       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    170.93%    |
|  512  | 128  |  1  |  1  |  8  |   0   |  1   |  [[1, 512, 128]]   | bf16  |       1.44       |        1.5        |       1.53       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.53%     |
|  512  | 128  |  2  |  1  |  8  |   0   |  1   |  [[2, 512, 128]]   | bf16  |       1.45       |       1.49        |       1.55       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    20.92%     |
|  512  | 128  |  4  |  1  |  8  |   0   |  1   |  [[4, 512, 128]]   | bf16  |       1.45       |       1.48        |       1.55       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    41.85%     |
|  512  | 128  |  8  |  1  |  8  |   0   |  1   |  [[8, 512, 128]]   | bf16  |       1.45       |       1.49        |       1.56       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |     83.7%     |
|  512  | 128  | 16  |  1  |  8  |   0   |  1   |  [[16, 512, 128]]  | bf16  |       1.46       |       1.48        |       1.52       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    166.25%    |
|  512  | 128  | 32  |  1  |  8  |   0   |  1   |  [[32, 512, 128]]  | bf16  |       1.47       |        1.5        |       1.56       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    330.24%    |
| 1024  | 128  |  1  |  1  |  8  |   0   |  1   |  [[1, 1024, 128]]  | bf16  |       1.44       |       1.48        |       1.49       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    21.07%     |
| 1024  | 128  |  2  |  1  |  8  |   0   |  1   |  [[2, 1024, 128]]  | bf16  |       1.46       |       1.49        |       1.55       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    41.56%     |
| 1024  | 128  |  4  |  1  |  8  |   0   |  1   |  [[4, 1024, 128]]  | bf16  |       1.41       |       1.48        |       1.51       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    86.07%     |
| 1024  | 128  |  8  |  1  |  8  |   0   |  1   |  [[8, 1024, 128]]  | bf16  |       1.43       |       1.48        |       1.54       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    169.74%    |
| 1024  | 128  | 16  |  1  |  8  |   0   |  1   | [[16, 1024, 128]]  | bf16  |       1.47       |       1.51        |       1.55       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    330.24%    |
| 1024  | 128  | 32  |  1  |  8  |   0   |  1   | [[32, 1024, 128]]  | bf16  |       1.46       |       1.49        |       1.52       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    665.0%     |
| 2048  | 128  |  1  |  1  |  8  |   0   |  1   |  [[1, 2048, 128]]  | bf16  |       1.46       |        1.5        |       1.52       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    41.56%     |
| 2048  | 128  |  2  |  1  |  8  |   0   |  1   |  [[2, 2048, 128]]  | bf16  |       1.45       |       1.49        |       1.5        |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |     83.7%     |
| 2048  | 128  |  4  |  1  |  8  |   0   |  1   |  [[4, 2048, 128]]  | bf16  |       1.41       |       1.48        |       1.56       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    172.15%    |
| 2048  | 128  |  8  |  1  |  8  |   0   |  1   |  [[8, 2048, 128]]  | bf16  |       1.42       |       1.48        |       1.5        |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    341.87%    |
| 2048  | 128  | 16  |  1  |  8  |   0   |  1   | [[16, 2048, 128]]  | bf16  |       1.44       |        1.5        |       1.55       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    674.24%    |
| 2048  | 128  | 32  |  1  |  8  |   0   |  1   | [[32, 2048, 128]]  | bf16  |       1.47       |        1.5        |       1.53       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1320.96%    |
| 4096  | 128  |  1  |  1  |  8  |   0   |  1   |  [[1, 4096, 128]]  | bf16  |       1.47       |       1.48        |       1.49       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    82.56%     |
| 4096  | 128  |  2  |  1  |  8  |   0   |  1   |  [[2, 4096, 128]]  | bf16  |       1.46       |       1.49        |       1.52       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    166.25%    |
| 4096  | 128  |  4  |  1  |  8  |   0   |  1   |  [[4, 4096, 128]]  | bf16  |       1.46       |       1.48        |       1.52       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    332.5%     |
| 4096  | 128  |  8  |  1  |  8  |   0   |  1   |  [[8, 4096, 128]]  | bf16  |       1.45       |       1.47        |       1.49       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    669.59%    |
| 4096  | 128  | 16  |  1  |  8  |   0   |  1   | [[16, 4096, 128]]  | bf16  |       1.46       |        1.5        |       1.55       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1330.01%    |
| 4096  | 128  | 32  |  1  |  8  |   0   |  1   | [[32, 4096, 128]]  | bf16  |       1.49       |       1.51        |       1.57       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2606.45%    |
|  32   | 512  |  1  |  1  |  8  |   0   |  1   |   [[1, 32, 512]]   | bf16  |       1.45       |       1.49        |       1.54       |        2.05        | 0.00e+00 | 1.64e+04 |        0%        |     2.62%     |
|  32   | 512  |  2  |  1  |  8  |   0   |  1   |   [[2, 32, 512]]   | bf16  |       1.46       |       1.49        |       1.52       |        2.09        | 0.00e+00 | 3.28e+04 |        0%        |     5.2%      |
|  32   | 512  |  4  |  1  |  8  |   0   |  1   |   [[4, 32, 512]]   | bf16  |       1.45       |       1.49        |       1.55       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.46%     |
|  32   | 512  |  8  |  1  |  8  |   0   |  1   |   [[8, 32, 512]]   | bf16  |       1.43       |       1.47        |       1.52       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    21.22%     |
|  32   | 512  | 16  |  1  |  8  |   0   |  1   |  [[16, 32, 512]]   | bf16  |       1.44       |       1.49        |       1.53       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    42.14%     |
|  32   | 512  | 32  |  1  |  8  |   0   |  1   |  [[32, 32, 512]]   | bf16  |       1.44       |       1.47        |       1.5        |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    84.28%     |
|  64   | 512  |  1  |  1  |  8  |   0   |  1   |   [[1, 64, 512]]   | bf16  |       1.46       |       1.49        |       1.52       |        2.09        | 0.00e+00 | 3.28e+04 |        0%        |     5.2%      |
|  64   | 512  |  2  |  1  |  8  |   0   |  1   |   [[2, 64, 512]]   | bf16  |       1.44       |       1.48        |       1.53       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.53%     |
|  64   | 512  |  4  |  1  |  8  |   0   |  1   |   [[4, 64, 512]]   | bf16  |       1.48       |       1.51        |       1.53       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |     20.5%     |
|  64   | 512  |  8  |  1  |  8  |   0   |  1   |   [[8, 64, 512]]   | bf16  |       1.44       |       1.49        |       1.56       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    42.14%     |
|  64   | 512  | 16  |  1  |  8  |   0   |  1   |  [[16, 64, 512]]   | bf16  |       1.47       |       1.49        |       1.5        |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    82.56%     |
|  64   | 512  | 32  |  1  |  8  |   0   |  1   |  [[32, 64, 512]]   | bf16  |       1.47       |       1.48        |       1.51       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    165.12%    |
|  128  | 512  |  1  |  1  |  8  |   0   |  1   |  [[1, 128, 512]]   | bf16  |       1.48       |        1.5        |       1.55       |        2.19        | 0.00e+00 | 6.55e+04 |        0%        |    10.25%     |
|  128  | 512  |  2  |  1  |  8  |   0   |  1   |  [[2, 128, 512]]   | bf16  |       1.44       |       1.49        |       1.53       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    21.07%     |
|  128  | 512  |  4  |  1  |  8  |   0   |  1   |  [[4, 128, 512]]   | bf16  |       1.45       |       1.49        |       1.56       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    41.85%     |
|  128  | 512  |  8  |  1  |  8  |   0   |  1   |  [[8, 128, 512]]   | bf16  |       1.44       |       1.49        |       1.52       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    84.28%     |
|  128  | 512  | 16  |  1  |  8  |   0   |  1   |  [[16, 128, 512]]  | bf16  |       1.46       |       1.48        |       1.53       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    166.25%    |
|  128  | 512  | 32  |  1  |  8  |   0   |  1   |  [[32, 128, 512]]  | bf16  |       1.48       |       1.52        |       1.57       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    328.01%    |
|  256  | 512  |  1  |  1  |  8  |   0   |  1   |  [[1, 256, 512]]   | bf16  |       1.42       |       1.47        |       1.52       |        2.38        | 0.00e+00 | 1.31e+05 |        0%        |    21.37%     |
|  256  | 512  |  2  |  1  |  8  |   0   |  1   |  [[2, 256, 512]]   | bf16  |       1.46       |       1.49        |       1.53       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    41.56%     |
|  256  | 512  |  4  |  1  |  8  |   0   |  1   |  [[4, 256, 512]]   | bf16  |       1.44       |       1.48        |       1.51       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    84.28%     |
|  256  | 512  |  8  |  1  |  8  |   0   |  1   |  [[8, 256, 512]]   | bf16  |       1.42       |       1.47        |       1.51       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    170.93%    |
|  256  | 512  | 16  |  1  |  8  |   0   |  1   |  [[16, 256, 512]]  | bf16  |       1.44       |       1.47        |       1.53       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    337.12%    |
|  256  | 512  | 32  |  1  |  8  |   0   |  1   |  [[32, 256, 512]]  | bf16  |       1.46       |       1.48        |       1.51       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    665.0%     |
|  512  | 512  |  1  |  1  |  8  |   0   |  1   |  [[1, 512, 512]]   | bf16  |       1.43       |       1.47        |       1.52       |        2.76        | 0.00e+00 | 2.62e+05 |        0%        |    42.43%     |
|  512  | 512  |  2  |  1  |  8  |   0   |  1   |  [[2, 512, 512]]   | bf16  |       1.43       |       1.47        |       1.5        |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    84.87%     |
|  512  | 512  |  4  |  1  |  8  |   0   |  1   |  [[4, 512, 512]]   | bf16  |       1.5        |       1.54        |       1.68       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    161.82%    |
|  512  | 512  |  8  |  1  |  8  |   0   |  1   |  [[8, 512, 512]]   | bf16  |       1.47       |        1.5        |       1.53       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    330.24%    |
|  512  | 512  | 16  |  1  |  8  |   0   |  1   |  [[16, 512, 512]]  | bf16  |       1.42       |       1.47        |       1.52       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    683.74%    |
|  512  | 512  | 32  |  1  |  8  |   0   |  1   |  [[32, 512, 512]]  | bf16  |       1.44       |       1.49        |       1.52       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1348.48%    |
| 1024  | 512  |  1  |  1  |  8  |   0   |  1   |  [[1, 1024, 512]]  | bf16  |       1.46       |       1.48        |       1.52       |        3.52        | 0.00e+00 | 5.24e+05 |        0%        |    83.13%     |
| 1024  | 512  |  2  |  1  |  8  |   0   |  1   |  [[2, 1024, 512]]  | bf16  |       1.45       |       1.48        |       1.52       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    167.4%     |
| 1024  | 512  |  4  |  1  |  8  |   0   |  1   |  [[4, 1024, 512]]  | bf16  |       1.45       |       1.47        |       1.5        |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    334.79%    |
| 1024  | 512  |  8  |  1  |  8  |   0   |  1   |  [[8, 1024, 512]]  | bf16  |       1.44       |       1.47        |       1.5        |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    674.24%    |
| 1024  | 512  | 16  |  1  |  8  |   0   |  1   | [[16, 1024, 512]]  | bf16  |       1.47       |       1.49        |       1.54       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1320.96%    |
| 1024  | 512  | 32  |  1  |  8  |   0   |  1   | [[32, 1024, 512]]  | bf16  |       1.43       |       1.47        |       1.52       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2715.81%    |
| 2048  | 512  |  1  |  1  |  8  |   0   |  1   |  [[1, 2048, 512]]  | bf16  |       1.44       |       1.49        |       1.57       |        5.03        | 0.00e+00 | 1.05e+06 |        0%        |    168.56%    |
| 2048  | 512  |  2  |  1  |  8  |   0   |  1   |  [[2, 2048, 512]]  | bf16  |       1.45       |       1.48        |       1.53       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    334.79%    |
| 2048  | 512  |  4  |  1  |  8  |   0   |  1   |  [[4, 2048, 512]]  | bf16  |       1.46       |       1.48        |       1.51       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    665.0%     |
| 2048  | 512  |  8  |  1  |  8  |   0   |  1   |  [[8, 2048, 512]]  | bf16  |       1.47       |       1.51        |       1.54       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1320.96%    |
| 2048  | 512  | 16  |  1  |  8  |   0   |  1   | [[16, 2048, 512]]  | bf16  |       1.45       |       1.47        |       1.51       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2678.36%    |
| 2048  | 512  | 32  |  1  |  8  |   0   |  1   | [[32, 2048, 512]]  | bf16  |       1.46       |       1.49        |       1.51       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5320.02%    |
| 4096  | 512  |  1  |  1  |  8  |   0   |  1   |  [[1, 4096, 512]]  | bf16  |       1.42       |       1.46        |       1.51       |        8.07        | 0.00e+00 | 2.10e+06 |        0%        |    341.87%    |
| 4096  | 512  |  2  |  1  |  8  |   0   |  1   |  [[2, 4096, 512]]  | bf16  |       1.43       |       1.47        |       1.51       |       14.14        | 0.00e+00 | 4.19e+06 |        0%        |    678.95%    |
| 4096  | 512  |  4  |  1  |  8  |   0   |  1   |  [[4, 4096, 512]]  | bf16  |       1.45       |       1.49        |       1.53       |       26.27        | 0.00e+00 | 8.39e+06 |        0%        |   1339.18%    |
| 4096  | 512  |  8  |  1  |  8  |   0   |  1   |  [[8, 4096, 512]]  | bf16  |       1.45       |       1.48        |       1.51       |       50.55        | 0.00e+00 | 1.68e+07 |        0%        |   2678.36%    |
| 4096  | 512  | 16  |  1  |  8  |   0   |  1   | [[16, 4096, 512]]  | bf16  |       1.42       |       1.47        |       1.51       |       99.09        | 0.00e+00 | 3.36e+07 |        0%        |   5469.88%    |
| 4096  | 512  | 32  |  1  |  8  |   0   |  1   | [[32, 4096, 512]]  | bf16  |       1.48       |       1.49        |       1.52       |       196.18       | 0.00e+00 | 6.71e+07 |        0%        |   10496.26%   |
|  32   | 768  |  1  |  1  |  8  |   0   |  1   |   [[1, 32, 768]]   | bf16  |       1.44       |       1.48        |       1.51       |        2.07        | 0.00e+00 | 2.46e+04 |        0%        |     3.95%     |
|  32   | 768  |  2  |  1  |  8  |   0   |  1   |   [[2, 32, 768]]   | bf16  |       1.44       |       1.49        |       1.52       |        2.14        | 0.00e+00 | 4.92e+04 |        0%        |     7.9%      |
|  32   | 768  |  4  |  1  |  8  |   0   |  1   |   [[4, 32, 768]]   | bf16  |       1.44       |       1.49        |       1.54       |        2.28        | 0.00e+00 | 9.83e+04 |        0%        |     15.8%     |
|  32   | 768  |  8  |  1  |  8  |   0   |  1   |   [[8, 32, 768]]   | bf16  |       1.43       |       1.46        |       1.51       |        2.57        | 0.00e+00 | 1.97e+05 |        0%        |    31.83%     |
|  32   | 768  | 16  |  1  |  8  |   0   |  1   |  [[16, 32, 768]]   | bf16  |       1.42       |       1.48        |       1.54       |        3.14        | 0.00e+00 | 3.93e+05 |        0%        |     64.1%     |
|  32   | 768  | 32  |  1  |  8  |   0   |  1   |  [[32, 32, 768]]   | bf16  |       1.44       |       1.49        |       1.53       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    126.42%    |
|  64   | 768  |  1  |  1  |  8  |   0   |  1   |   [[1, 64, 768]]   | bf16  |       1.46       |       1.48        |       1.5        |        2.14        | 0.00e+00 | 4.92e+04 |        0%        |     7.79%     |
|  64   | 768  |  2  |  1  |  8  |   0   |  1   |   [[2, 64, 768]]   | bf16  |       1.45       |       1.48        |       1.5        |        2.28        | 0.00e+00 | 9.83e+04 |        0%        |    15.69%     |
|  64   | 768  |  4  |  1  |  8  |   0   |  1   |   [[4, 64, 768]]   | bf16  |       1.44       |       1.48        |       1.5        |        2.57        | 0.00e+00 | 1.97e+05 |        0%        |     31.6%     |
|  64   | 768  |  8  |  1  |  8  |   0   |  1   |   [[8, 64, 768]]   | bf16  |       1.45       |       1.49        |       1.53       |        3.14        | 0.00e+00 | 3.93e+05 |        0%        |    62.77%     |
|  64   | 768  | 16  |  1  |  8  |   0   |  1   |  [[16, 64, 768]]   | bf16  |       1.47       |       1.52        |       1.61       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    123.84%    |
|  64   | 768  | 32  |  1  |  8  |   0   |  1   |  [[32, 64, 768]]   | bf16  |       1.43       |       1.47        |       1.52       |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    254.61%    |
|  128  | 768  |  1  |  1  |  8  |   0   |  1   |  [[1, 128, 768]]   | bf16  |       1.44       |       1.49        |       1.53       |        2.28        | 0.00e+00 | 9.83e+04 |        0%        |     15.8%     |
|  128  | 768  |  2  |  1  |  8  |   0   |  1   |  [[2, 128, 768]]   | bf16  |       1.45       |       1.48        |       1.49       |        2.57        | 0.00e+00 | 1.97e+05 |        0%        |    31.39%     |
|  128  | 768  |  4  |  1  |  8  |   0   |  1   |  [[4, 128, 768]]   | bf16  |       1.44       |       1.46        |       1.47       |        3.14        | 0.00e+00 | 3.93e+05 |        0%        |    63.21%     |
|  128  | 768  |  8  |  1  |  8  |   0   |  1   |  [[8, 128, 768]]   | bf16  |       1.46       |       1.49        |       1.55       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    124.69%    |
|  128  | 768  | 16  |  1  |  8  |   0   |  1   |  [[16, 128, 768]]  | bf16  |       1.47       |       1.49        |       1.51       |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    247.68%    |
|  128  | 768  | 32  |  1  |  8  |   0   |  1   |  [[32, 128, 768]]  | bf16  |       1.46       |       1.48        |       1.52       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    498.75%    |
|  256  | 768  |  1  |  1  |  8  |   0   |  1   |  [[1, 256, 768]]   | bf16  |       1.45       |       1.48        |       1.51       |        2.57        | 0.00e+00 | 1.97e+05 |        0%        |    31.39%     |
|  256  | 768  |  2  |  1  |  8  |   0   |  1   |  [[2, 256, 768]]   | bf16  |       1.46       |        1.5        |       1.55       |        3.14        | 0.00e+00 | 3.93e+05 |        0%        |    62.34%     |
|  256  | 768  |  4  |  1  |  8  |   0   |  1   |  [[4, 256, 768]]   | bf16  |       1.45       |       1.51        |       1.59       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    125.55%    |
|  256  | 768  |  8  |  1  |  8  |   0   |  1   |  [[8, 256, 768]]   | bf16  |       1.47       |        1.5        |       1.54       |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    247.68%    |
|  256  | 768  | 16  |  1  |  8  |   0   |  1   |  [[16, 256, 768]]  | bf16  |       1.45       |       1.49        |       1.55       |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    502.19%    |
|  256  | 768  | 32  |  1  |  8  |   0   |  1   |  [[32, 256, 768]]  | bf16  |       1.42       |       1.48        |       1.53       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |    1025.6%    |
|  512  | 768  |  1  |  1  |  8  |   0   |  1   |  [[1, 512, 768]]   | bf16  |       1.47       |       1.49        |       1.51       |        3.14        | 0.00e+00 | 3.93e+05 |        0%        |    61.92%     |
|  512  | 768  |  2  |  1  |  8  |   0   |  1   |  [[2, 512, 768]]   | bf16  |       1.46       |       1.51        |       1.55       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    124.69%    |
|  512  | 768  |  4  |  1  |  8  |   0   |  1   |  [[4, 512, 768]]   | bf16  |       1.43       |       1.46        |       1.53       |        6.55        | 0.00e+00 | 1.57e+06 |        0%        |    254.61%    |
|  512  | 768  |  8  |  1  |  8  |   0   |  1   |  [[8, 512, 768]]   | bf16  |       1.48       |       1.53        |       1.6        |        11.1        | 0.00e+00 | 3.15e+06 |        0%        |    492.01%    |
|  512  | 768  | 16  |  1  |  8  |   0   |  1   |  [[16, 512, 768]]  | bf16  |       1.46       |       1.48        |       1.52       |        20.2        | 0.00e+00 | 6.29e+06 |        0%        |    997.5%     |
|  512  | 768  | 32  |  1  |  8  |   0   |  1   |  [[32, 512, 768]]  | bf16  |       1.48       |        1.5        |       1.54       |       38.41        | 0.00e+00 | 1.26e+07 |        0%        |   1968.05%    |
| 1024  | 768  |  1  |  1  |  8  |   0   |  1   |  [[1, 1024, 768]]  | bf16  |       1.47       |       1.49        |       1.51       |        4.28        | 0.00e+00 | 7.86e+05 |        0%        |    123.84%    |
